"STUDY_ID","REVIEWERS","INCLUDE","AUTHORS","TITLE","JOURNAL","VOLUME","LPAGES","UPAGES","DOI","YEAR","ABSTRACT"
"309","Alex 3","NO","Roberts, SC","Selection of scent-marking sites by klipspringers (Oreotragus oreotragus)","JOURNAL OF ZOOLOGY","243","555","564","10.1111/j.1469-7998.1997.tb02801.x","1997","Klipspringers deposit scent marks in the form of secretion from the preorbital glands on branches of low trees and shrubs within their territories. Local environmental factors which affect choice of scent-marking sites in a population of wild klipspringers in Zimbabwe are described. Scent marks were typically placed within a narrow vertical range at the end of upward-pointing twigs. Twigs were more likely to be selected if they were located above bare rock, particularly if the ground was raised above the immediately surrounding area or was close to a significant break in slope. A substantial proportion of sites were placed on dead wood. Marking sites may remain in use for a number of years, with turnover rates calculated at between 1 and 2% per annum. The species of tree on which marks were placed were recorded and compared with overall abundance in the habitat. Palatable tree species were found to be selected preferentially when compared to unpalatable ones. Several explanations for this are compared. It is concluded that, simply through preferential selection of certain local characteristics, klipspringers may enhance the visibility and predictability of their scent marks."
"310","Alex 3","NO","Khan, Fawad Z. A.; Joseph, Shimet, V","Characterization of impressions created by turfgrass arthropods on clay models","ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA","169","508","518","10.1111/eea.13000","2021","Lepidopteran pests such as fall armyworm, Spodoptera frugiperda (JE Smith), and black cutworm, Agrotis ipsilon Hufnagel (both Noctuidae), are serious problems of turfgrass (Poaceae) in the USA. Several predators in turfgrass systems attack lepidopteran larvae; however, their predaceous activity is rarely recorded, as they leave hardly any evidence. Predaceous activity can be studied using clay models, an approach still rarely employed in turfgrass. Thus, assays were conducted to determine the types of impressions that common turfgrass arthropods leave on clay models simulating lepidopteran larvae. Nine impression types were characterized after exposing 16 arthropod taxa in enclosed arenas in the laboratory and one taxon in the field to two sizes of clay models, including scratches, paired marks, pricks, deep distortions, disturbed surfaces, detached segments, granulated surfaces, dents, and elongated scratches. Most arthropods produced scratches and paired marks, whereas granulated surfaces and elongated scratches were produced by only a few of the selected arthropods. To ensure that the impressions were correctly identified, non-expert volunteers reviewed the impressions, and they were accurately identified in >85% of the responses. Video recordings of arthropod interactions were captured to determine the behavior of the arthropods during their first interaction with the clay models. Most arthropods first interacted with the terminal rather than the middle regions of the models. There were no differences between their interactions with the large or small models, and they used their mouthparts as often as their legs. Knowledge of the impression types caused by common arthropods will improve the utilization of the clay model technique for field studies in turfgrass. This could contribute to improved management of natural enemies as part of an integrated pest management approach."
"311","Alex 3","NO","Turrin, Courtney; Watts, Bryan D.","NEST GUARDING IN CHESAPEAKE BAY BALD EAGLES","JOURNAL OF RAPTOR RESEARCH","49","18","28","10.3356/JRR-14-00043.1","2015","As Bald Eagle (Haliaeetus leucocephalus) populations approach carrying capacity in the Chesapeake Bay, competition for breeding territories appears to be intensifying. Frequent territorial interactions may force breeders to adjust nest-guarding behavior. We examined nest-guarding behaviors at active Bald Eagle nests in the lower Chesapeake Bay during the nesting season (2012 and 2013). Guarding coverage was 13.7 +/- 4.2% of total observation time during the pre-laying period, 6.8 +/- 2.2% of observation time in the incubation period, and 26.3 +/- 3.2% of observation time in the nestling period. Females were present in the nest area for 80.0 +/- 2.7% of the nestling period. Although males were present only 51.2 +/- 2.8% of the nestling period, male breeders guarded nests twice as often as females. Adults guarded most often from perches in adjacent trees and within 25 m of the nest. If increasing rates of conspecific interactions force males to allocate more time to nest guarding, a tradeoff may occur, with males dividing time between guarding the nest and foraging for food to provision offspring."
"312","Alex 3","NO","Haan, Nathan L.; Landis, Douglas A.","Grassland disturbance increases monarch butterfly oviposition and decreases arthropod predator abundance","BIOLOGICAL CONSERVATION","233","185","192","10.1016/j.biocon.2019.03.007","2019","Many species of conservation concern depend on disturbance to create or maintain suitable habitat. We evaluated effects of disturbance on the eastern migratory monarch butterfly (Denaus plexippus L.), which has declined markedly in recent decades, primarily attributed to the loss of milkweed host plants from annual crop fields in the US Midwest. Currently, remaining milkweeds in this region primarily occur in perennial grasslands, where disturbance is infrequent, predatory arthropods are abundant, and seasonal patterns of plant phenology differ from crop fields. In a two-year study in Michigan, USA, we applied three treatments to 23 patches of common milkweed (Asclepias syriaca L.); one-third of each patch was left undisturbed, while the remaining thirds were mowed in either mid-June or mid-July, respectively, and allowed to regenerate. We subsequently measured effects on monarch oviposition, predator abundance, survival of sentinel eggs and larvae, and tested how milkweed phenology and aphid colonization-both of which are reset by disturbance-structure predation risk for immature monarchs. Monarchs laid more eggs on regenerating versus undisturbed stems under both mowing regimes. Predators were strongly suppressed by mowing treatments, requiring 2-4 weeks to recolonize milkweed after disturbance, and were more abundant on flowering or aphid-infested stems. We found no significant differences in monarch egg/larval survival, although it tended to be higher in mowed plots. Overall, monarchs laid more eggs on regenerating stems where their offspring may also experience enemy-free space. Future work should focus on testing grassland disturbance as a management tool to improve productivity of existing monarch breeding habitat."
"313","Alex 3","NO","Nuijten, Rascha J. M.; Nolet, Bart A.","Chains as strong as the weakest link: remote assessment of aquatic resource use on spring migration by Bewick's Swans","AVIAN CONSERVATION AND ECOLOGY","15",NA,NA,"10.5751/ACE-01682-150214","2020","Migratory species are threatened worldwide by climate change, overexploitation, and habitat changes. Availability of suitable habitat is important for flying migrants, and in particular for large birds that use the energetically expensive flapping flight mode, such as the Bewick's Swan (Cygnus columbianus bewickii). Bewick's Swans largely feed on aquatic macrophytes during migration that may disappear when nutrient levels, waves, and turbidity exceed certain thresholds. Macrophyte collapse has been suggested as a reason for the sharp decline of the Bewick's Swan population during 1995-2015. We used Bewick's Swans fitted with GPS/GSM neck collars including an accelerometer and water sensor to record the occurrence of aquatic foraging in remote stopovers along their migratory route. We concentrated on spring migration, when stopovers are longer than during autumn, and focused on four key sites identified in earlier tracking studies. Within these sites, we identified areas that are protected based on the World Database on Protected Areas (WDPA). During three years (2017-2019), we obtained a total of 51 complete spring tracks of adult female Bewick's Swans. Most swans showed aquatic foraging along the coast of Estonia and in Dvina Bay, and about half in the Gulf of Finland and Cheskaya Bay. In Estonia and in the Gulf of Finland, swans predominantly used protected zones, but in Dvina Bay swans also foraged extensively in areas that are currently not protected according to WDPA. No protected areas occur in Cheskaya Bay. Macrophyte vegetation is threatened by ongoing or planned construction works in the Gulf of Finland and Dvina Bay, and by future oil and gas exploitation in Cheskaya Bay. Our study shows how migrants can be used as sentinels to pinpoint areas that require protection in order to maintain a chain of suitable stopovers on their migration."
"314","Alex 3","NO","Addesso, K. M.; McAuslane, H. J.; Stansly, P. A.; Schuster, D. J.","Host-marking by female pepper weevils, Anthonomus eugenii","ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA","125","269","276","10.1111/j.1570-7458.2007.00626.x","2007","Pepper weevils, Anthonomus eugenii Cano (Coleoptera: Curculionidae), feed and oviposit in flower buds and small fruits of plants in the genus Capsicum, as well as several species of Solanum (Solanaceae). Females chew a small hole into the fruit, deposit a single egg within the cavity, and seal the hole with a clear anal secretion that hardens into an 'oviposition plug'. Female oviposition behavior was studied in a series of small-arena bioassays to determine whether previous oviposition in Jalapeno pepper fruit deterred subsequent oviposition and to determine what specific cues from an infested fruit influence female behavior. In choice and no-choice tests, females preferred clean fruit to fruit that had received four eggs 24 h previously (i.e., infested fruit), whether the fruit was infested with conspecific eggs or their own eggs. Further bioassays demonstrated that the presence of female frass, or oviposition plugs alone, in the absence of eggs or any fruit damage, was sufficient to deter oviposition. In addition, females given the choice between an infested fruit with the oviposition plug removed or an unaltered infested fruit preferred the fruit with no plugs, even when eggs, frass, and feeding damage were still present. To determine whether females would avoid infested peppers under more natural conditions, we quantified oviposition on infested and uninfested sentinel pepper fruit within individually caged plants and on clean and infested plants caged together. Females consistently laid more eggs on clean fruit than on infested fruits and moved within and among pepper plants to search for more acceptable oviposition sites. We conclude that oviposition plugs, along with contaminated female, but not male, frass contain a deterrent that, in the absence of any other cue, is enough to alert a female that a patch is occupied."
"315","Alex 3","NO","Boerstler, Jessica; Joest, Hanna; Garms, Rolf; Krueger, Andreas; Tannich, Egbert; Becker, Norbert; Schmidt-Chanasit, Jonas; Luehken, Renke","Host-feeding patterns of mosquito species in Germany.","Parasites & Vectors","9","318","318",NA,"2016","Background: Mosquito-borne pathogens are of growing importance in many countries of Europe including Germany. At the same time, the transmission cycles of most mosquito-borne pathogens (e.g. viruses or filarial parasites) are not completely understood. There is especially a lack of knowledge about the vector capacity of the different mosquito species, which is strongly influenced by their host-feeding patterns. While this kind of information is important to identify the relevant vector species, e.g. to direct efficient control measures, studies about the host-feeding patterns of mosquito species in Germany are scarce and outdated. Methods: Between 2012 and 2015, 775 blood-fed mosquito specimens were collected. Sampling was conducted with Heavy Duty Encephalitis Vector Survey traps, Biogents Sentinel traps, gravid traps, hand-held aspirators, sweep nets, and human-bait collection. The host species for each mosquito specimen was identified with polymerase chain reactions and subsequent Sanger sequencing of the cytochrome b gene. Results: A total of 32 host species were identified for 23 mosquito species, covering 21 mammalian species (including humans) and eleven bird species. Three mosquito species accounted for nearly three quarters of all collected blood-fed mosquitoes: Aedes vexans (363 specimens, 46.8 % of all mosquito specimens), Culex pipiens pipiens form pipiens (100, 12.9 %) and Ochlerotatus cantans (99, 12.8 %). Non-human mammals dominated the host species (572 specimens, 73.8 % of all mosquito specimens), followed by humans (152, 19.6 %) and birds (51, 6.6 %). The most common host species were roe deer (Capreolus capreolus; 258 mosquito specimens, 33.3 % of all mosquito specimens, 65 % of all mosquito species), humans (Homo sapiens; 152, 19.6 %, 90 %), cattle (Bos taurus; 101, 13.0 %, 60 %), and wild boar (Sus scrofa; 116, 15.0 %, 50 %). There were no statistically significant differences in the spatial-temporal host-feeding patterns of the three most common mosquito species. Conclusions: Although the collected blood-fed mosquito species had a strong overlap of host species, two different host-feeding groups were identified with mosquito species feeding on (i) non-human mammals and humans or (ii) birds, non-human mammals, and humans, which make them potential vectors of pathogens only between mammals or between mammals and birds, respectively. Due to the combination of their host-feeding patterns and wide distribution in Germany, Cx. pipiens pipiens form pipiens and Cx. torrentium are potentially most important vectors for pathogens transmitted from birds to humans and the species Ae. vexans for pathogens transmitted from non-human mammals to humans. Finally, the presented study indicated a much broader host range compared to the classifications found in the literature for some of the species, which highlights the need for studies on the host-feeding patterns of mosquitoes to further assess their vector capacity and the disease ecology in Europe."
"316","Alex 3","NO","Bergman, Carita M.; Pattison, Jake; Price, Elin","THE BLACK OYSTERCATCHER AS A SENTINEL SPECIES IN THE RECOVERY OF THE NORTHERN ABALONE: CONTEMPORARY DIET OF BLACK OYSTERCATCHERS ON HAIDA GWAII INCLUDES AN ENDANGERED PREY SPECIES","CONDOR","115","800","807","10.1525/cond.2013.120182","2013","We documented the diet of the Black Oystercatcher (Haematopus bachmani) on Haida Gwaii, British Columbia, Canada, (2004-2010) with prey remains from 99 territories in Gwaii Haanas National Park Reserve, National Marine Conservation Area Reserve and Haida Heritage Site. The ranking of its four main prey types did not vary annually. Numerically, the prey comprised 50-75% limpets, 14-34% mussels, 8-18% chitons, 1-2% Northern Abalone (Haliotis kamtschatkana), and <1% other species. In 2009, we estimated prey availability and prey preference by Ivlev's electivity index. Northern Abalone, limpets, and chitons were highly preferred; mussels, turban snails, and barnacles were taken in proportion to their occurrence or avoided. Black Oystercatchers preferred abalone of 50 mm, smaller than the mean size available, in contrast to the selection of larger-than-average prey, typical for other prey species. In 2010, 52% of nesting territories sampled contained remains of Northern Abalone, despite that species' small contribution to the diet. The Northern Abalone has never been reported as prey of the Black Oystercatcher despite its high vulnerability to predation at low tides. We speculate that the recent inclusion of the Northern Abalone in the Black Oystercatcher diet on Haida Gwaii may indicate a greater abundance of Northern Abalone than in other regions of its distribution. The frequency of the oystercatcher's feeding on abalone was unexpected because under Canada's Species at Risk Act, the Northern Abalone was listed as endangered in 2010, after the population continued to decline after legal protection from harvest in 1990."
"317","Alex 3","NO","Brower, Amelia A.; Ferguson, Megan C.; Schonberg, Susan V.; Jewett, Stephen C.; Clarke, Janet T.","Gray whale distribution relative to benthic invertebrate biomass and abundance: Northeastern Chukchi Sea 2009-2012","DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY","144","156","174","10.1016/j.dsr2.2016.12.007","2017","The shallow continental shelf waters of the Bering and Chukchi seas are the northernmost foraging grounds of North Pacific gray whales (Eschrichtius robustus). Benthic amphipods are considered the primary prey of gray whales in these waters, although no comprehensive quantitative analysis has been performed to support this assumption. Gray whale relative abundance, distribution, and behavior in the northeastern Chukchi Sea (69 degrees-72 degrees N, 155 degrees-169 degrees W) were documented during aerial surveys in June-October 2009-2012. Concurrently, vessel based benthic infaunal sampling was conducted in the area in July-August 2009-10, September 2011, and August 2012. Gray whales were seen in the study area each month that surveys were conducted, with the majority of whales feeding. Statistical analyses confirm that the highest densities of feeding gray whales were associated with high benthic amphipod abundance, primarily within 70 km of shore from Point Barrow to Icy Cape, in water < 50 m deep. Conversely, gray whales were not seen in 40-km x 40-km cells containing benthic sampling stations with 85 m(-2) or fewer amphipods. Continuing broad-scale aerial surveys in the Chlikchi Sea and prey sampling near feeding gray whales will be an important means to monitor and document ongoing and predicted ecosystem changes."
"318","Alex 3","NO","Zepp, Simone; Jilge, Marianne; Metz-Marconcini, Annekatrin; Heiden, Uta","The influence of vegetation index thresholding on EO-based assessments of exposed soil masks in Germany between 1984 and 2019","ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING","178","366","381","10.1016/j.isprsjprs.2021.06.015","2021","Knowledge about the spatial and temporal distribution of exposed soils is necessary for e.g., soil erosion mitigation. Earth Observation (EO) is a valuable data source for detecting exposed soils on a large scale. In the last couple of years, the multitemporal compositing technique has been used for the generation of so-called exposed soil composites that overcome the limitation of temporarily coverage of the soils with vegetation as it is occurring at agricultural sites. The selection of exposed soil pixels from the stack of multispectral images is mainly done using spectral reflectance indices such as NDVI, NBR2 and others calculated on a per-pixel basis. The definition of the thresholds that are applicable to large areas such as regions, countries or continents is still a challenge and requires a reliable and robust sampling data base. In this study, the Soil Composite Mapping Processor (SCMaP) is used to build exposed soil masks containing all pixels in a given time period showing at least once exposed soil. For this purpose, a modified vegetation index (PV) based on the NDVI is used to separate the soils from other land cover (LC) classes by two PV thresholds. The overall goal of this study is to derive and validate exposed soil masks from multi-year Landsat data stacks for Germany from 1984 to 2019. The first focus is set on the impact of a newly developed sampling approach of LC classes such as urban areas, deciduous forests and agricultural fields that are automatically derived from Corine Land Cover (CLC) data. The spectral-temporal behavior of these LC classes in PVmin/ max index composites show larger variability of the PV values compared to a manual sampling for selective LC classes such as urban areas. It reveals that the threshold definition method previously developed by Rogge et al. (2018) is not robust enough and the percentile rule used to define the Tmax threshold had to be adapted from 0.995 to 0.900. On the other hand, the sampling data base has proven to be robust across time and region. The second focus of the paper is to validate all generated exposed soil masks covering Germany for seven time periods from 1984 to 2019. A linear correlation analysis was performed comparing the SCMaP data with surveys from the Federal Statistical Office (Destatis) and the CLC inventories. The comparison with both datasets showed high regression coefficients (R2 = 0.79 to 0.90) with small regional deviations for areas in the Northern part of Germany. Strong correlation was found for time periods based on a higher number of cloud free Landsat images such as from 2000 to 2009. This demonstrates the high potential of SCMaP's to generate exposed soil masks based on an automated sampling and a robust threshold derivation. To contribute to soil erosion studies that need information about where and when soils are bare, accurate exposed soil masks in suitable time periods can be of great value."
"319","Alex 3","NO","Weeks, P","Red-billed oxpeckers: vampires or tickbirds?","BEHAVIORAL ECOLOGY","11","154","160","10.1093/beheco/11.2.154","2000","Many recent studies have shown that classic examples of mutualism are either far more complicated than originally believed, or that they are not mutualisms at all. Red-billed oxpeckers (Buphagus erythrorhynchus) are just such an example of an adaptive story. These small birds feed almost exclusively on what they can glean from the skin of large African mammals. The relationship is obligate for the birds, and it is generally assumed that hosts benefit through a reduction in tick load. Although widely accepted in the literature, this theory has never been tested in the field. I excluded oxpeckers from cattle as part of a controlled field experiment in Zimbabwe to test this idea. Changes in adult tick loads were unaffected by excluding the birds. In addition, oxpeckers significantly prolonged the healing time of wounds and removed earwax. These results suggest that the oxpecker-mammal relationship is more complex than was previously thought."
"320","Alex 3","NO","Wasowski, Janusz; Pisano, Luca","Long-term InSAR, borehole inclinometer, and rainfall records provide insight into the mechanism and activity patterns of an extremely slow urbanized landslide","LANDSLIDES","17","445","457","10.1007/s10346-019-01276-7","2020","New radar satellites provide global coverage and the possibility of long-term, regular frequency (days-weeks) surface displacement measurements through the application of high precision multi-temporal InSAR (Synthetic Aperture Radar Interferometry) techniques. This represents an excellent opportunity to investigate and improve our understanding of the behavior of extremely slow landslides, as well as of the long- to short-term controls of their activity. In urban settings, such landslides deserve special attention, as their cumulative movements can cause significant socio-economic damage. Here, we re-examine the case of a long-lived, deep-seated landslide in the Apennine Mountains (Italy) which was urbanized between the late 1970s and early 2000s. The case provides a rare opportunity to highlight the benefits of the integrated analysis of long-term (several years) borehole inclinometer measurements with 15 years of multi-temporal InSAR displacement data. We present evidence of the landslide composite nature and asymmetry, and draw attention to the recent period of accelerated movement that coincided with the foot failure event. This helps constraining the interpretation of the borehole and InSAR data and demonstrating the predominantly rotational landslide mechanism. We show how a detailed analysis of sparse inclinometer and more spatially continuous InSAR measurements, when combined with local rainfall records, can reveal long- to short-term patterns of temporal variability in landslide motions and allow anticipating the consequences of future landslide activity."
"321","Alex 3","NO","Ruzickova, Jana; Elek, Zoltan","Unequivocal Differences in Predation Pressure on Large Carabid Beetles between Forestry Treatments","DIVERSITY-BASEL","13",NA,NA,"10.3390/d13100484","2021","Carabid beetles (Coleoptera: Carabidae) are considered as one of the most cardinal invertebrate predatory groups in many ecosystems, including forests. Previous studies revealed that the predation pressure provided by carabids significantly regulates the ecological network of invertebrates. Nevertheless, there is no direct estimation of the predation risk on carabids, which can be an important proxy for the phenomenon called ecological trap. In our study, we aimed to explore the predation pressure on carabids using 3D-printed decoys installed in two types of forestry treatments, preparation cuts and clear cuts, and control plots in a Hungarian oak-hornbeam forest. We estimated the seasonal, diurnal and treatment-specific aspects of the predation pressure on carabids. Our results reveal a significantly higher predation risk on carabids in both forestry treatments than in the control. Moreover, it was also higher in the nighttime than daytime. Contrarily, no effects of season and microhabitat features were found. Based on these clues we assume that habitats modified by forestry practices may act as an ecological trap for carabids. Our findings contribute to a better understanding of how ecological interactions between species may change in a modified forest environment."
"322","Alex 3","NO","Myers, Andrew T.; Haan, Nathan L.; Landis, Douglas A.","Video surveillance reveals a community of largely nocturnal Danaus plexippus (L.) egg predators","JOURNAL OF INSECT CONSERVATION","24","731","737","10.1007/s10841-020-00248-w","2020","Monarch butterfly (Danaus plexippus L.) declines in eastern North America have prompted milkweed host plant restoration efforts in non-agricultural grasslands. However, grasslands harbor predator communities that exert high predation pressure on monarch eggs and larvae. While diurnal monarch predators are relatively well known, no studies have investigated the contribution of nocturnal monarch predators. We used video cameras to monitor sentinel monarch eggs and fourth instars on milkweed in southern Michigan to identify predators and determine if nocturnally-active species impose significant predation pressure. We observed ten arthropod taxa consuming monarch eggs and larvae, with 74% of egg predation events occurring nocturnally. Taxa observed attacking monarch eggs included European earwigs (Forficula auricularia L.), tree crickets (Oecanthus sp.), lacewing larvae (Neuroptera), plant bugs (Miridae), small milkweed bugs (Lygaeus kalmii Stal), ants (Formicidae), spiders (Araneae: Salticidae and other spp.), harvestmen (Opiliones), and velvet mites (Trombidiformes: Trombidiidae). Larvae were attacked by ground beetles (Calleida sp.), jumping spiders (Araneae: Salticidae), and spined soldier bugs (Podisus maculiventris Say). Our findings provide important information about monarch predator-prey interactions that could be used to develop strategies to conserve monarchs through reducing predation on early life stages."
"323","Alex 3","NO","Kim, Hyunwoo; Yu, Hye Mi; Lim, Hyung Woo; Yang, Sung-Chan; Roh, Jong Yul; Chang, Kyu Sik; Shin, E-Hyun; Ju, Young Ran; Lee, Wook-Gyo","Host-feeding pattern and dengue virus detection of Aedes albopictus (Diptera: Culicidae) captured in an urban park in Korea","JOURNAL OF ASIA-PACIFIC ENTOMOLOGY","20","809","813","10.1016/j.aspen.2017.05.007","2017","Aedes albopictus is well known to transmit dengue and chikungunya viruses. Recent report that Zika virus is meditated by this mosquito highlights the importance of Ae. albopictus to human health worldwide. To elucidate the transmission dynamics of pathogens through blood feeding behavior of Ae. albopictus, we investigated blood meal sources and examined the dengue virus infection rate in field-captured Ae. albopictus. This study was conducted in an urban park in Seoul, a metropolitan city with high population density and significant floating population and a region with high risk of dengue virus transmission. Mosquitoes were collected twice a month from May through October in 2015 using BG-Sentinel traps. The collected Ae. albopictus were used in blood meal source analysis and dengue virus detection, whereas in other captured mosquito species, only those fed on blood were used for blood meal source analysis. A total of 54,682 mosquitoes representing 7 genera and 12 species were collected. The blood meal sources for Ae. albopictus included mammals (71%), birds (26%), amphibians (2%), and fish (1%). In mammals, the major blood meal source was humans (61.1%). No dengue virus was detected in captured samples. However, since the results for blood meal source indicate that Ae. albopictus feed almost exclusively on humans, this mosquito is likely to become a major vector of dengue virus, once this virus enters the mosquito."
"324","Alex 3","NO","Charlwood, J. Derek; Pinto, Joao; Sousa, Carla A.; Ferreira, Conceicao; Petrarca, Vincenso; Rosario, Virgilio do E.","'A mate or a meal' - Pre-gravid behaviour of female Anopheles gambiae from the islands of Sao Tome and Principe, West Africa.","Malaria Journal","2","Unpaginated","Unpaginated",NA,"2003","Background: Malaria prevalence differs between the two islands that comprise the archipelago of Sao Tome and Principe. This may be due to differences in the biology of local Anopheles gambiae, the only vector on the islands. Survival rate and feeding frequency are two factors influencing vectorial capacity. Anophelines generally feed just once per gonotrophic (oviposition) cycle. Newly emerged insects, however, may feed two or more times during their first oviposition cycle thus increasing the likelihood of becoming infected. The reasons for multiple feeding are not clearly understood and it is still uncertain whether the behaviour is facultative or obligatory. We, therefore, determined survival and sporozoite rates, and examined the behaviour of An. gambiae from the two islands during their first gonotrophic cycle. Methods: The wing size of 1,410, abdominal condition of 687, gonotrophic age and mated status of 7,264 female M form An. gambiae collected by light-trap, landing catch, resting outdoors or in copula, was determined from four sites in the archipelago. Sporozoite rates assessed by ELISA in 15,533 females from Sao Tome and 2,111 from Principe were determined. Results: Estimated survival rates ranged between 0.834-0.849 per day in Sao Tome and 0.801- 0.818 per day in Principe. Sporozoite rates of 0.63% in Sao Tome were significantly higher than the 0.24% from Principe. Overall 49% of females mated on the second night after emergence before feeding, and 51% on the third night and thus fed before mating. The likelihood of mating before feeding increased with wing size. None of the 3,776 parous insects collected showed evidence of recent mating. All but two of the 198 females collected in copula had undeveloped ovaries. Mean wing sizes and the number of insects collected in a sentinel light-trap varied but the proportion of newly emerged insects in the collection did not. The estimated survival rate of the smallest insects was lower than other size groups, but the overall size distribution of each age group was normal. Parous insects were gonotrophically concordant. Conclusion: Differences in mosquito survival contributed to the lower sporozoite rates and endemicity of malaria on Principe compared to Sao Tome. On both islands all newly emerged insects blood fed on the second night following emergence but only became gonotrophically active on the third night after emergence. Smaller insects had a higher 'mortality/emigration' rate than larger ones. We suggest that insufficiency of Juvenile Hormone until the third day of adult life is responsible for gonotrophic inactivity and that by partitioning mating between the second or thirdday after emergence females maximise their chances of out-crossing."
"325","Alex 3","NO","Dutour, Mylene; Kasper, Jasmine; Ridley, Amanda R.","Transfer of information between a highly social species and heterospecific community members","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","75",NA,NA,"10.1007/s00265-021-03075-4","2021","Many group-living individuals produce specific vocalizations while mobbing (when individuals move toward and harass a predator), a behavior that can recruit conspecifics. Although these vocalizations may be a source of information for heterospecifics, it remains largely unknown how heterospecifics respond to mobbing calls given by group-living species. In this study, we investigate whether the mobbing calls given by Western Australian magpies (Gymnorhina tibicen dorsalis) lead to the recruitment of heterospecifics. By presenting a taxidermied red fox (Vulpes vulpes)-representing a terrestrial predator threat-to a population of magpies and heterospecific species occupying the same area, we demonstrate that magpie calls given in response to a terrestrial predator recruit heterospecifics to the mobbing event. Heterospecifics are more likely to approach and engage in mobbing behavior when the predator is associated with magpie presence than when magpies are absent. We found that larger magpie groups produced more alarm calls than did smaller groups, but we found no evidence that group size affected heterospecific recruitment to the mobbing site. Therefore, the occurrence of magpie alarm calls, rather than the number of individuals giving alarm calls, seems to be the primary predictor of heterospecific recruitment to a mobbing site. Moreover, we used a playback experiment to test if heterospecifics responded more to single-magpie mobbing alarm calls than to single mobbing alarm calls given by a non-social species (red wattlebird, Anthochaera carunculata). We found that heterospecifics responded more to the playbacks of magpie than to red wattlebird alarm calls. Our study therefore suggests that Australian magpies may play a central role as information sources for heterospecific species during predator detection and mobbing events. Significance statement Mobbing-when individuals move toward and vocalize or harass a predator-is a good example of interspecific communication. Loud vocalizations produced during mobbing behavior have been known to not only modify the behavior of the predator but to also recruit individuals to the mobbing event from a variety of different species. Although the response to heterospecific mobbing calls is becoming well documented, it remains largely unknown how heterospecifics respond to the mobbing calls of group-living species, even though these species can provide significant benefits for heterospecific species sharing the same habitat (via increased vigilance and predator detection rates for example). By presenting a predator model and using a series of playback experiments, we demonstrate that group-living Western Australian magpies may play a central role as information sources during predator detection and mobbing events."
"326","Alex 3","NO","Pays, Olivier; Jarman, Peter J.; Loisel, Patrice; Gerard, Jean-Francois","Coordination, independence or synchronization of individual vigilance in the eastern grey kangaroo?","ANIMAL BEHAVIOUR","73","595","604","10.1016/j.anbehav.2006.06.007","2007","Vigilance activity is usually considered an adaptive advantage of group living conferring protection against predators. An individual of a prey species is assumed to benefit from an increase in the number of group members by reducing its own investment in vigilance. However, the proximate mechanism generating the decrease in vigilance with increasing group size is unclear. Most models of this relation assume that either individuals coordinate their scans in nonoverlapping bouts of vigilance or animals scan independently of one another. We studied the relation between vigilance and group size in the eastern grey kangaroo, Macropus giganteus, analysing vigilance at two structural levels, individual vigilance and collective vigilance of the group. We tested both assumptions, coordination and independence of scanning. The time that an individual spent vigilant decreased with group size. However, the time during which at least one individual in the group scanned the environment (collective vigilance) increased up to a group size of seven individuals but decreased thereafter. Analyses revealed that individuals neither coordinated their scanning in an asynchronous way nor scanned independently of one another. On the contrary, both the onset and the end of individuals' scanning bouts were synchronized between group members, producing waves of collective vigilance. Bouts of vigilance and nonvigilance activity tended to be synchronized. Our results appear to support a hypothesis of allelomimetic vigilance. (c) 2007 The Association for the Study of Animal Behaviour Published by Elsevier Ltd. All rights reserved."
"327","Alex 3","NO","Roels, Steven M.; Porter, Jade L.; Lindell, Catherine A.","Predation pressure by birds and arthropods on herbivorous insects affected by tropical forest restoration strategy","RESTORATION ECOLOGY","26","1203","1211","10.1111/rec.12693","2018","Recovery of animal-dependent ecosystem functions is a key component of ecological restoration on degraded tropical forest lands. One of these functions, regulation of herbivorous insects by predators, shapes tropical communities through cascading trophic effects. An improved understanding of how predation pressure on herbivorous insects varies with reforestation strategy, management decisions, and landscape context would guide restoration practice. We measured predation pressure by birds and arthropods on dummy caterpillars in five forest types in Panama. These land covers represent natural and managed forest conditions: non-native monoculture plantation, native multispecies plantation, young natural forest succession, secondary gallery forest, and old-growth forest. We also placed dummy caterpillars in residential countryside, a heavily disturbed nonforest land cover. In three land covers, we surveyed bird communities to examine the relationship between predator abundance and predation pressure. Predation pressure from birds was lowest in the intensively managed plantations and highest in land covers with structurally complex vegetation: successional forest, gallery forest, and residential countryside. In the non-native plantation, bird predation increased with proximity to gallery forest. We found strong correspondence between bird abundance and bird attacks on dummy caterpillars. Arthropod predation pressure was highest in the native plantation but, unlike bird predation pressure, did not vary strongly by land cover. Our results suggest that ecosystem functions by insectivorous birds can be enhanced on reforestation lands by incorporating unmanaged areas and tolerating nonplanted understory vegetation. We recommend that, regardless of management objectives, forest managers adopt a holistic approach to reforestation to facilitate recovery of animal-dependent ecosystem functions."
