"STUDY_ID","REVIEWERS","INCLUDE","AUTHORS","TITLE","SOURCE","VOLUME","LPAGE","UPAGE","DOI","YEAR","ABSTRACT","X"
"180","Alex 3","NO","Leblond, A.; Lecollinet, S.","Clinical screening of horses and early warning for West Nile virus","EQUINE VETERINARY EDUCATION","29","325","327","10.1111/eve.12571","2017","Clinical presentation of West Nile disease in horses is variable, but ataxia, weakness and muscle fasciculations are often observed, sometimes with abnormal behaviour, teeth grinding and bruxism. Practitioners should be aware that horses are more sensitive to infection than man and serve as sentinels for an early warning of West Nile virus circulation in a given area. This early warning allows the implementation of preventive and control measures such as vaccination of horses and mosquito control.",NA
"181","Alex 3","NO","Cotter, Paul F.","ANIMAL WELL-BEING AND BEHAVIOR Are peripheral Mott cells an indication of stress or inefficient immunity?","POULTRY SCIENCE","94","1433","1438","10.3382/ps/pev053","2015","Atypical plasmacytes having distinctive cytoplasmic vacuoles (Mott cells) were detected in 77/ 1,000 (7.7%) of commercial hens housed conventionally, in aviaries, or in enriched environments. The earliest Mott positive peripheral blood samples were at placement (18 wk) from 2 consecutive commercial flocks. Additional samples obtained at 32, 48, 56, and 77 wk were positive. Most Mott cells came from hens with high total white blood cell counts as a component of leukocytosis. However, Mott cells were found in hens with low total white blood cell counts, and low heterophil/lymphocyte ratios. Phagocytosis of bacteria by some Mott cells was a remarkable feature. Many of the Mott positive hens had polymicrobial bacteremia and a few had fungemia likely accounting for the leukocytosis. In other cases, free-swimming bacteria were located near to a Mott cell. These atypical cells were in the peripheral blood samples from other poultry; a tom at slaughter (17 wk), experimental toms (10 wk), and experimental ducklings. Examples are included.As descriptions of avian Mott cells are few, the purpose of describing these cells is their contribution to hematology, immunology, and cytology. Mott cells like other atypia are sentinels, frank cytological indicators of an unusual hemogram, and consequently infer stress. Therefore, they bear directly on welfare issues.",NA
"182","Alex 3","NO","Duncan, PA; Harris, WC","Northern Hawk Owls (Surnia ulula caparoch) and forest management in north America: A review","JOURNAL OF RAPTOR RESEARCH","31","187","190","","1997","Northern Hawk Owl (Surnia ulula caparoch) populations in North America likely have been stable over the past 10-100+ yr. Population trends are impossible to quantify due to this species' remote breeding range, low breeding densities and erratic distribution and numbers during winter irruptions in inhabited areas. Mortality due to incidental trapping and shooting is unknown, but its diurnal habits and lack of fear of humans make it vulnerable to persecution. More than 50% of the hawk owl's breeding range occurs in northern forests that are currently noncommercial. Until recently, the majority of the hawk owl's breeding range was unaffected by forestry practices. In the last 20 yr, forestry activities have expanded in commercial northern forests. Modification of clear-cut logging practices have the potential to enhance hawk owl habitat. Variable-sized cuts of <100 ha, interspersed with forest patches and staggered over time, are thought to be optimal. If cuts contain suitable numbers of stumps, snags and trees for hunting perches and nest sites, they will offer year-round habitat. Other factors, such as cut shape and juxtaposition, are probably less important to this striking sentinel of our northernmost forests.",NA
"183","Alex 3","NO","Zharikov, Y; Skilleter, GA","Sex-specific intertidal habitat use in subtropically wintering Bar-tailed Godwits","CANADIAN JOURNAL OF ZOOLOGY","80","1918","1929","10.1139/Z02-178","2002","Habitat use by sexually dimorphic Bar-tailed Godwits (Limosa lapponica) was examined in an Australian estuary during the midwintering (November-December) and premigratory (March) periods of a nonbreeding season. In an area with two available habitats, Zostera seagrass beds and unvegetated sand flats, males occurred almost exclusively in seagrass, whereas the females occurred at equal densities in both habitats. Estimates of intake rates seemed greater for individuals foraging in seagrass (0.114-0.128 g dry mass (DM)(.)min(-1)) than on sand (0.064-0.087 g DM.min(-1)). Males appeared less well adapted for foraging on sand than in seagrass, and the presence of females could interfere with males' foraging on sand. The reason for the equal distribution of the females between the habitats probably lies in the inability of one particular habitat to support the entire population of females. Little interhabitat movement by individuals was detected. Within a habitat, sexes moved synchronously at the 1-ha scale but showed a degree of segregation at the individual scale, suggesting that some avoidance existed. Three diet types were observed in the godwits in the area: (1) dominated by soldier crabs (Mictyris longicarpus) on sand, (2) dominated by sentinel crabs (Macrophthalmus spp.) in seagrass, and (3) dominated by soft-bodied prey in seagrass.",NA
"184","Alex 3","NO","Tobin, Patrick C.; Cremers, Kimberly Thielen; Hunt, Lucia; Parry, Dylan","All quiet on the western front? Using phenological inference to detect the presence of a latent gypsy moth invasion in Northern Minnesota","BIOLOGICAL INVASIONS","18","3561","3573","10.1007/s10530-016-1248-5","2016","Following establishment in a new environment, invasive species expand their range through stratified diffusion, the coupling of local growth and spatial spread with long-distance movement of propagules that found new colonies. Consequently, the stages of arrival and establishment serially repeat until the entire habitat susceptible to invasion is occupied. An empirical example of such a phenomenon is the gypsy moth, Lymantria dispar (L.), invasion of northeastern Minnesota. Under a regional management program, a trapping grid is deployed along the L. dispar leading edge to detect male moth presence and inform management decisions. However, the presence of moths does not always indicate reproducing populations, and moths dispersing from populations behind the front can obscure the presence of latent invasions. We analyzed trapping data during the arrival and establishment of L. dispar in this region (2000-2012), supplemented with sentinel trap data to ascertain the timing of male moth flight (2005-2009), and derived yearly phenological predictions for male moth flight. We also used a male wing morphology metric (2007-2009) to further quantify spatial and temporal patterns associated with the L. dispar invasion. We provide evidence of an established L. dispar population when analyses suggest spatial randomness in trap catch data, and how the presence of phenologically distinct, immigrating adult moths from source populations outside of Minnesota recorded from sentinel traps could lead to the overestimation of the abundance of an established population. This work highlights the complexity of the initial invasion process even in a well-studied system for which a sensitive monitoring program exists.",NA
"185","Alex 3","NO","Bshary, R; Noe, R","Red colobus and Diana monkeys provide mutual protection against predators","ANIMAL BEHAVIOUR","54","1461","1474","10.1006/anbe.1997.0553","1997","We tested the hypothesis that red colobus monkeys, Piocolobus badius, and Diana monkeys, Celcopithecus diana, in Tai National Park, Ivory Coast, associate to increase safety from predation. We recorded stratum use, exposure and vigilance of each species in the presence and in the absence of the partner species. in the presence of Diana monkeys, red colobus used lower strata more often, were more exposed to the forest floor and looked down less often while foraging. This suggests that red colobus reduce predation pressure from ground predators by associating with Diana. There are several indications that both species are less vulnerable to birds of prey when associated: red colobus looked sideways less often and were more exposed to the front, Diana monkeys used greater heights and were more exposed to the front, to the rear and from above. We also asked whether specific sentinel qualities of Diana monkeys might explain why other sympatric monkey species additionally seek their presence. When groups of various species compositions were approached by an observer, or confronted with an eagle model, Diana monkeys raised the alarm in most cases. Since neither monkey species improves its foraging success when associated, this study shows that predation can both maintain and be the ultimate cause of interspecific associations. (C) 1997 The Association for the Study of Animal Behaviour.",NA
"186","Alex 3","NO","Zharikov, Y; Skilleter, GA","Why do eastern curlews Numenius madagascariensis feed on prey that lowers intake rate before migration?","JOURNAL OF AVIAN BIOLOGY","35","533","542","10.1111/j.0908-8857.2004.03275.x","2004","Eastern curlews Numenius madagascariensis spending the nonbreeding season in eastern Australia foraged on three intertidal decapods: soldier crab Mictyris longicarpus, sentinel crab Macrophthalmus crassipes and ghost-shrimp Trypaea australiensis. Due to their ecology, these crustaceans were spatially segregated (=distributed in 'patches') and the curlews intermittently consumed more than one prey type. It was predicted that if the curlews behaved as intake rate maximizers, the time spent foraging on a particular prey (patch) would reflect relative availabilities of the prey types and thus prey-specific intake rates would be equal. During the mid-nonbreeding period (November-December), Mictyris and Macrophthalmus were primarily consumed and prey-specific intake rates were statistically indistinguishable (8.8 versus 10.1 kJ x min(-1)). Prior to migration (February), Mictyris and Trypaea were hunted and the respective intake rates were significantly different (8.9 versus 2.3 kJ x min(-1)). Time allocation to Trypaea-hunting was independent of the availability of Mictyris. Thus, consumption of Trypaea depressed the overall intake rate. Six hypotheses for consuming Trypaea before migration were examined. Five hypotheses: the possible error by the predator, prey specialization, observer overestimation of time spent hunting Trypaea, supplementary prey and the choice of higher quality prey due to a digestive bottleneck, were deemed unsatisfactory. The explanation for consumption of a low intake-rate but high quality prey (Trypaea) deemed plausible was diet optimisation by the Curlews in response to the pre-migratory modulation (decrease in size/processing capacity) of their digestive system. With a seasonal decrease in the average intake rate, the estimated intake per low tide increased from 1233 to 1508 kJ between the mid-nonbreeding and pre-migratory periods by increasing the overall time spent on the sandflats and the proportion of time spent foraging.",NA
"187","Alex 3","NO","Toth, E; Duffy, JE","Coordinated group response to nest intruders in social shrimp","BIOLOGY LETTERS","1","49","52","10.1098/rsbl.2004.0237","2005","A key characteristic of highly social animals is collective group response to important stimuli such as invasion by enemies. The marine societies of social snapping shrimp share many convergences with terrestrial eusocial animals, including aggressive reaction to strangers, but no group actions have yet been observed in shrimp. Here we describe 'coordinated snapping', during which a sentinel shrimp reacts to danger by recruiting other colony members to snap in concert for several to tens of seconds. This distinctive behaviour is a specific response to intrusion by strange shrimp into the colony's sponge and is highly successful at repelling these intruders. Although coordinated snapping apparently functions analogously to alarm responses in other social animals, colony members in social shrimp do not rush to the site of the attack. Coordinated snapping appears instead to be a warning signal to would-be intruders that the sponge is occupied by a cooperative colony ready to defend it. This is the first evidence for coordinated communication in social shrimp and represents yet another remarkable convergence between social shrimp, insects and vertebrates.",NA
"188","Alex 3","NO","Schuckard, Rob; Melville, David S.; Taylor, Graeme","Population and breeding census of New Zealand king shag (Leucocarbo carunculatus) in 2015","NOTORNIS","62","209","218","","2015","Prior to 1992 the total population of New Zealand king shag (Leucocarbo carunculatus) was estimated to be about 300 individuals. Between 1992 and 2002, colonies in the outer Marlborough Sounds, New Zealand were surveyed by boat and the total population was estimated to be 645 birds. About 92% of all birds occurred at Duffers Reef, North Trio Island, Sentinel Rock, and White Rocks, with an estimated 102-126 breeding pairs. A survey in February 2015 was the first to be conducted from the air. All colonies were photographed within 44 minutes prior to the morning departure and the total population was estimated to be 839 individuals. A total of 187 pairs/nests were recorded using aerial 3D images of all breeding colonies in June 2015. North Trio Island was the largest breeding colony with 33.7% of all nests, followed by Duffers Reef with 18.7% of all nests. Despite the larger revised population size, the species remains Nationally Endangered.",NA
"189","Alex 3","maybe","McAuliffe, K.; Thornton, A.","The psychology of cooperation in animals: an ecological approach","JOURNAL OF ZOOLOGY","295","23","35","10.1111/jzo.12204","2015","There has been a recent push to study the psychological processes supporting cooperation in nonhuman animals. However, progress has been limited thus far due to differences in approaches between psychologists and behavioral ecologists. Although the former tend to use controlled experiments to pinpoint precise cognitive mechanisms, these experiments often lack ecological validity. In contrast, behavioral ecologists seek to understand the adaptive function of cooperative behavior of animals in the wild but typically neglect the underlying psychological mechanisms. Here we appraise and integrate evidence from these two approaches to understand the potential cognitive solutions to four fundamental challenges that animals face during cooperative interactions under natural conditions: (1) when to cooperate; (2) with whom to cooperate; (3) what to do in cooperative interactions; (4) how much to contribute to cooperation. We argue that an ecologically motivated approach is critical to understanding the psychological mechanisms of cooperation and how these mechanisms evolve.",NA
"190","Alex 3","NO","Beauchamp, Guy","Social foragers adopt a riskier foraging mode in the centre of their groups","BIOLOGY LETTERS","9","","","10.1098/rsbl.2013.0528","2013","Foraging in groups provides many benefits that are not necessarily experienced the same way by all individuals. I explore the possibility that foraging mode, the way individuals exploit resources, varies as a function of spatial position in the group, reflecting commonly occurring spatial differences in predation risk. I show that semipalmated sandpipers (Calidris pusilla), a social foraging avian species, tended to adopt a riskier foraging mode in the central, more protected areas of their groups. Central birds effectively used the more peripheral group members as sentinels, allowing them to exploit a wider range of resources within the same group at the same time. This finding provides a novel benefit of living in groups, which may have a broad relevance given that social foraging species often exploit a large array of resources.",NA
"191","Alex 3","NO","Mcmurchy, D","HIV and the Lesotho Highlands Water Project.","AIDS analysis Africa","7","10","10","","1997","Lesotho is experiencing a rapid increase in the levels of HIV and AIDS, with the incidence of newly reported AIDS cases in the country increasing by more than 1500% over the period 1990-96. 352 cases were reported for the first 6 months of 1996, almost the total number of cases reported in 1995. 66% of new cases are among 20-39 year olds, 56.5% of whom are female. An average 16% of pregnant women and 33% of people with a sexually transmitted disease tested HIV-seropositive in 1994 sentinel surveys in five districts. The HIV/AIDS epidemic is currently most pronounced in the urban and lowland areas of Lesotho. However, findings from a recent study of knowledge, attitudes, and behavior conducted in the areas around Phase 1B of the Lesotho Highland Water Project (LHWP) indicate that it has the potential to worsen in rural Lesotho. Rural areas in the vicinity of the LHWP may be particularly vulnerable. Study findings are presented.",NA
"192","Alex 3","YES","van Schaik, Carel P.; Bshary, Redouan; Wagner, Gretchen; Cunha, Filipe","Male anti-predation services in primates as costly signalling? A comparative analysis and review","ETHOLOGY","128","1","14","10.1111/eth.13233","2022","In species in which adults of the two sexes show long-term association, males often engage in acts of assistance (services) aimed at females and/or their young in various behavioural contexts that are not reciprocated. We conducted a quantitative review of the primate literature on sex differences in involvement in protection against predation. We found that males were more likely to be at the front of group progressions, especially in contexts of increased risk, were more vigilant, sometimes to the point of becoming sentinels, were more active in mobbing, and were far more likely to counter-attack felids and monkey-eating raptors than females did. Our evaluation showed that these services may be an expression of male parental care or aimed at bonded partners, but we also encountered many cases in which non-sires, unrelated to either females or immatures, provide them. We hence investigate explanations invoking group augmentation or costly signalling. Currently, available data on male anti-predation services in nonhuman primates do not allow us to distinguish among them, although costly signalling better explains data on birds and humans. We develop predictions that will allow more detailed tests of the various hypotheses for this understudied phenomenon.",NA
"193","Alex 3","NO","Dutcher, James D.; Bactawar, Basil","Sampling and Control Trials for Tilehorned Prionus (Coleoptera: Cerambycidae) and Broadnecked Root Borer (Coleoptera: Cerambycidae) in Commercial Pecan Orchards","JOURNAL OF ENTOMOLOGICAL SCIENCE","51","199","208","10.18474/JES-16-08.1","2016","Panel traps baited with prionic acid pheromone lures were effective in monitoring adult male Prionus imbricornis (L.) and Prionus laticolis (Drury) (Coleoptera: Cerambycidae) beetles in commercial pecan, Carya illinoensis (Wangenheim) K.Koch, orchards in southern Georgia and northern Florida. Pheromone lures with 30 mg of prionic acid trapped beetles for 6 to 7 weeks in the field. A soil surface application of chlorpyrifos solution at a concentration 1.25 ml/L and 0.6 L/m(2) had an efficacy of 92% against adult male beetles and persisted for 3 weeks. A matrix of lures made from 30-mg prionic acid treated Isomate CP plastic-coated wire at 250 lures/ha prevented pheromone-baited panel traps from attracting male P. imbricornis beetles. One deployment of the matrix of lures prevented sentinel traps from collecting beetles for the entire 6-week flight period. The addition of LED lights to the pheromone-baited panel trap significantly increased the number of P. imbricornis male beetles trapped per trap per night by 8%.",NA
"194","Alex 3","NO","Honda, JY; Silva, IMMS; Vereijssen, J; Stouthamer, R","Laboratory bioassay and greenhouse evaluation of Trichogramma cordubensis strains from Portugal","BIOCONTROL","44","1","11","10.1023/A:1009985806745","1999","A simple, inexpensive chamber was developed and tested as an evaluative tool to monitor Trichogramma cordubensis dispersal in the laboratory. The chamber consisted of a continuous, winding channel which was cut into an aluminum block. Wasps were released at one end of the channel and allowed to walk in the channel for 21 h and to parasitize Mamestra brassicae eggs placed 3.4 m from the point of wasp introduction. Comparisons between two T. cordubensis populations demonstrated that one population (TCM) dispersed more in the chamber and located host eggs more successfully than the other population (TCD). Subsequent greenhouse releases confirmed that the TCM population dispersed more readily and had significantly higher parasitism rates on sentinel Ephestia kuehniella eggs on tomato plants. The potential utilization of this chamber as a tool to evaluate quality of Trichogramma populations, mainly dispersal activity, is discussed.",NA
"195","Alex 3","NO","SMITH, SM; WALLACE, DR; HOWSE, G; MEATING, J","SUPPRESSION OF SPRUCE BUDWORM POPULATIONS BY TRICHOGRAMMA-MINUTUM RILEY, 1982-1986","MEMOIRS OF THE ENTOMOLOGICAL SOCIETY OF CANADA",NA,"56","81","10.4039/entm122153056-1","1990","",NA
"196","Alex 3","NO","McCune, Sandra; Promislow, Daniel","Healthy, Active Aging for People and Dogs","FRONTIERS IN VETERINARY SCIENCE","8","","","10.3389/fvets.2021.655191","2021","Dogs act as companions who provide us with emotional and physical support. Their shorter lifespans compel us to learn about the challenges and gifts of caring for older individuals. Our companion dogs can be exemplars of healthy or unhealthy aging, and sentinels of environmental factors that might increase or decrease our own healthy lifespan. In recent years, the field of aging has emphasized not just lifespan, but healthspan-the period of healthy, active lifespan. This focus on healthy, active aging is reflected in the World Health Organization's current focus on healthy aging for the next decade and the 2016 Healthy Aging in Action initiative in the US. This paper explores the current research into aging in both people and companion dogs, and in particular, how the relationship between older adults and dogs impacts healthy, active aging for both parties. The human-dog relationship faces many challenges as dogs, and people, age. We discuss potential solutions to these challenges, including suggestions for ways to continue contact with dogs if dog ownership is no longer possible for an older person. Future research directions are outlined in order to encourage the building of a stronger evidence base for the role of dogs in the lives of older adults.",NA
"197","Alex 3","YES","Rafay, Muhammad; Ahmad, Ghafoor; Ruby, Tahira; Abdullah, Muhammad; Rasheed, Fahad; Abid, Muhammad; Akhtar, Sohail; Ahmad, Zulfiqar; Hussain, Riaz","Breeding and Feeding Behaviour of Jungle Babbler (Turdiodes striata Dumont, 1923) in Agro-Ecological Zones of District Layyah, Pakistan","PAKISTAN JOURNAL OF ZOOLOGY","52","1701","1708","10.17582/journal.pjz/20170420070416","2020","The study was undertaken to find out breeding activities and feeding behavior of jungle babbler Turdoides striata from February to September, 2014. The cup shaped nests were made of dry grass and roots by a group of individuals of jungle babbler on Albizzia species having an average clutch size of 4 eggs. Average peripheral and core diameter, depth of nest was 13, 9 and 7 cm, respectively. Breeding completed in 36 days including incubation, nestling, post nestling and fledgling stages of 13, 5, 4, and 14 days, respectively. Overall predation during these stages was 57%. Adults consumed grains, insects, termites and flies during morning and evening frequently while providing insects, flies and larvae to their young ones. Highly sensitive video camera was arranged to check their ecological behavior and breeding calls. Sentinel, breeding, roosting and bathing behaviours were studied along with vocalization. Statistical packages (mean values and standard deviation) were used to find out the potential results.",NA
"198","Alex 3","NO","Sirot, Etienne","Negotiation may lead selfish individuals to cooperate: the example of the collective vigilance game.","Proceedings of the Royal Society Biological Sciences Series B","279","2862","2867","","2012","Game-theoretical models have been highly influential in behavioural ecology. However, these models generally assume that animals choose their action before observing the behaviour of their opponents while, in many natural situations, individuals in fact continuously react to the actions of others. A negotiation process then takes place and this may fundamentally influence the individual attitudes and the tendency to cooperate. Here, I use the classical model system of vigilance behaviour to demonstrate the consequences of such behavioural negotiation among selfish individuals, by predicting patterns of vigilance in a pair of animals foraging under threat of predation. I show that the game played by the animals and the resulting vigilance strategies take radically different forms, according to the way predation risk is shared in the pair. In particular, if predators choose their target at random, the prey respond by displaying moderate vigilance and taking turns scanning. By contrast, if the individual that takes flight later in an attack endures a higher risk of being targeted, vigilance increases and there is always at least one sentinel in the pair. Finally, when lagging behind its companion in fleeing from an attacker becomes extremely risky, vigilance decreases again and the animals scan simultaneously.",NA
"199","Alex 3","NO","Lee, H.L.; Inder Singh, K.","Sequential analysis of adult Aedes aegypti and Aedes albopictus in Kuala Lumpur City - its potential use in dengue epidemics prediction.","Tropical Biomedicine","10","117","123","","1993","",NA
"200","Alex 3","NO","Prescott, Sara L.; Liberles, Stephen D.","Review Internal senses of the vagus nerve","NEURON","110","579","599","10.1016/j.neuron.2021.12.020","2022","The vagus nerve is an indispensable body-brain connection that controls vital aspects of autonomic physiology like breathing, heart rate, blood pressure, and gut motility, reflexes like coughing and swallowing, and survival behaviors like feeding, drinking, and sickness responses. Classical physiological studies and recent molecular/genetic approaches have revealed a tremendous diversity of vagal sensory neuron types that innervate different internal organs, with many cell types remaining poorly understood. Here, we review the state of knowledge related to vagal sensory neurons that innervate the respiratory, cardiovascular, and digestive systems. We focus on cell types and their response properties, physiological/behavioral roles, engaged neural circuits and, when possible, sensory receptors. We are only beginning to understand the signal transduction mechanisms used by vagal sensory neurons and upstream sentinel cells, and future studies are needed to advance the field of interoception to the level of mechanistic understanding previously achieved for our external senses.",NA
"201","Alex 3","NO","BRUCE, KE; ESTEP, DQ","INTERRUPTION OF AND HARASSMENT DURING COPULATION BY STUMPTAIL MACAQUES, MACACA-ARCTOIDES","ANIMAL BEHAVIOUR","44","1029","1044","10.1016/S0003-3472(05)80315-X","1992","",NA
"202","Alex 3","NO","Barclay, Pat; Reeve, H. Kern","The varying relationship between helping and individual quality","BEHAVIORAL ECOLOGY","23","693","698","10.1093/beheco/ars039","2012","Individuals of different quality often differ in their helping behavior, but sometimes it is the high-quality individuals who help most (e.g., human meat sharing, vigilance) and other times it is the low-quality individuals (e.g., reproductive queues, primate grooming). We argue that these differences depend on individual differences in the performance costs of actually helping, the opportunity costs from forsaking alternative activities, and the fitness benefits for engaging the help. If helping is more difficult for some individuals to do (quality-dependent help), it will usually be done by high-quality individuals, whereas help that all individuals could do equally well (quality-independent help) will be done by whoever pays lower opportunity costs. Our model makes novel predictions about many kinds of helping, allows us to categorize different types of helping by their relationship with individual quality, and is general enough to apply to many situations. Furthermore, it can be generalized to any other type of (nonhelping) behavior where there are individual differences in benefits, performance costs, or opportunity costs.",NA
"203","Alex 3","NO","Prokai, David; Berga, Sarah L.","Neuroprotection via Reduction in Stress: Altered Menstrual Patterns as a Marker for Stress and Implications for Long-Term Neurologic Health in Women","INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES","17","","","10.3390/ijms17122147","2016","Individuals under chronic psychological stress can be difficult to identify clinically. There is often no outwardly visible phenotype. Chronic stress of sufficient magnitude not only impacts reproductive function, but also concomitantly elicits a constellation of neuroendocrine changes that may accelerate aging in general and brain aging in particular. Functional hypothalamic amenorrhea, a phenotypically recognizable form of stress, is due to stress-induced suppression of endogenous gonadotropin-releasing hormone secretion. Reversal of functional hypothalamic amenorrhea includes restoration of ovulatory ovarian function and fertility and amelioration of hypercortisolism and hypothyroidism. Taken together, recovery from functional hypothalamic amenorrhea putatively offers neuroprotection and ameliorates stress-induced premature brain aging and possibly syndromic Alzheimer's disease. Amenorrhea may be viewed as a sentinel indicator of stress. Hypothalamic hypogonadism is less clinically evident in men and the diagnosis is difficult to establish. Whether there are other sex differences in the impact of stress on brain aging remains to be better investigated, but it is likely that both low estradiol from stress-induced anovulation and low testosterone from stress-induced hypogonadism compromise brain health.",NA
"204","Alex 3","NO","Oswald, Krista N.","Observed instances of alarm calling in the Cape Rockjumper","OSTRICH","87","285","288","10.2989/00306525.2016.1206043","2016","Here I give an account of alarm calls recorded during behavioural observations on Cape Rockjumpers (CRJs) and the potential predators observed nearby. I found CRJs did not produce alarm calls in the presence of Boomslang (a previously known predator of CRJ nestlings), whereas they did produce alarm calls in the presence of Rock Kestrels, which was unexpected as previous literature suggested Rock Kestrels do not prey upon CRJ. However, during field observations I witnessed a Rock Kestrel attack an adult CRJ, suggesting that Rock Kestrels may opportunistically prey upon CRJs. Further studies on site-and temporal-specificity in CRJs may lead to additional understanding of the flexibility of alarm calling in group-living species.",NA
"205","Alex 3","NO","Ataka, Koji; Asakawa, Akihiro; Nagaishi, Kanna; Kaimoto, Kaori; Sawada, Atsushi; Hayakawa, Yuko; Tatezawa, Ryota; Inui, Akio; Fujimiya, Mineko","Bone Marrow-Derived Microglia Infiltrate into the Paraventricular Nucleus of Chronic Psychological Stress-Loaded Mice","PLOS ONE","8","","","10.1371/journal.pone.0081744","2013","Background: Microglia of the central nervous system act as sentinels and rapidly react to infection or inflammation. The pathophysiological role of bone marrow-derived microglia is of particular interest because they affect neurodegenerative disorders and neuropathic pain. The hypothesis of the current study is that chronic psychological stress (chronic PS) induces the infiltration of bone marrow-derived microglia into hypothalamus by means of chemokine axes in brain and bone marrow.Methods and Findings: Here we show that bone marrow-derived microglia specifically infiltrate the paraventricular nucleus (PVN) of mice that received chronic PS. Bone marrow derived-microglia are CX(3)CR1(low)CCR2(+)CXCR4(high), as distinct from CX(3)CR1(high)CCR2-CXCR4(low) resident microglia, and express higher levels of interleukin-1 beta (IL-1 beta) but lower levels of tumor necrosis factor-alpha (TNF-alpha). Chronic PS stimulates the expression of monocyte chemotactic protein-1 (MCP-1) in PVN neurons, reduces stromal cell-derived factor-1 (SDF-1) in the bone marrow and increases the frequency of CXCR4(+) monocytes in peripheral circulation. And then a chemokine (C-C motif) receptor 2 (CCR2) or a beta(3)-adrenoceptor blockade prevents infiltration of bone marrow-derived microglia in the PVN.Conclusion: Chronic PS induces the infiltration of bone marrow-derived microglia into PVN, and it is conceivable that the MCP-1/CCR2 axis in PVN and the SDF-1/CXCR4 axis in bone marrow are involved in this mechanism.",NA
"206","Alex 3","NO","Drake, Alistair","Automatically operating radars for monitoring insect pest migrations.","Entomologia Sinica","9","27","39","","2002","Over the last three decades, special-purpose entomological radars have contributed much to the development of our understanding of insect migration, especially of the nocturnal migrations at altitudes of up to - 1 km that are regularly undertaken by many important pest species. One of the limitations of early radar studies, the difficulty of maintaining observations over long periods, has recently been overcome by the development of automated units that operate autonomously and transmit summaries of their observations to a base laboratory over the public telephone network. These relatively low-cost Insect Monitoring Radars (IMRs) employ a novel ZLC configuration that allows high quality data on the migrants' flight parameters and identity to be acquired. Two IMRs are currently operating in the semi-arid inland of eastern Australia, in a region where populations of migrant moths (Lepidoptera) and Australian plague locusts Chortoicetes terminifera (Orthoptera) commonly originate, and some examples of outputs from one of these units are presented. IMRs are able to provide the data needed to characterize a migration system, i.e. to estimate the probabilities of migration events occurring in particular directions at particular seasons and in response to particular environmental conditions and cues. They also appear capable of fulfilling a sentinel role for pest-management organisations, alerting forecasters to major migration events and thus to the likely new locations of potential target populations. Finally, they may be suitable for a more general ecological monitoring role, perhaps especially for quantifying year-to-year variations in biological productivity.",NA
"207","Alex 3","NO","Floate, K; Khan, B; Gibson, G","Hymenopterous parasitoids of filth fly (Diptera : Muscidae) pupae in cattle feedlots","CANADIAN ENTOMOLOGIST","131","347","362","10.4039/Ent131347-3","1999","Results of a 2-year survey in Alberta, Canada, identified a parasitoid fauna of filth flies distinct from that generally reported for cattle confinements in the United States. Twenty-two feedlots were surveyed using freeze-killed sentinel house fly pupae. Parasitism averaged 0.25%. Ten species of hymenopterous parasitoids were recovered. As a percentage of the total number of pupae parasitized, these species were Muscidifurax raptor Girault & Saunders (37.4%), Trichomalopsis sarcophagae Gahan (23.9%), Urolepis rufipes (Ashmead) (18.5%), Muscidifurax zaraptor Kogan & Legner (6.9%), Nasonia vitripennis Walker (6.5%), Trichomalopsis sp. (3.7%) (Pteromalidae), Phygadeuon sp. (2.9%) (Ichneumonidae), Dibrachys cavus (Walker) (0.1%) (Pteromalidae), Synacra sp. (0.1%) (Diapriidae), and an unidentified Braconidae (0.1%). No differences were detected among natural regions of the province. Three categories of seasonal activity are identified which expand on previous groupings of species by their geographic distributions. The abundance of T. sarcophagae and rarity of species of Spalangia Latreille, 1805 are in marked contrast to results of surveys conducted in the United States. This difference suggests that species used to manage populations of pestiferous flies associated with livestock in the United States could be inappropriate for use in Canada.",NA
"208","Alex 3","NO","Guichard, S.; Kriticos, D. J.; Kean, J. M.; Worner, S. P.","Modelling pheromone anemotaxis for biosecurity surveillance Moth movement patterns reveal a downwind component of anemotaxis","ECOLOGICAL MODELLING","221","2801","2807","10.1016/j.ecolmodel.2010.08.030","2010","Insect pheromone traps are becoming an increasingly important tool in biosecurity and pest surveillance alerting managers to the presence of unwanted organisms To expand the role of these traps beyond their present sentinel role it is necessary to develop reliable operational models of local insect dispersal Following the detection of an insect incursion using a pheromone trap such models could simulate the dispersal of the insect from its emergence site to the point of detection enabling biosecurity managers to estimate the most likely proximal source of the incursion An individual-based moth movement model was developed to simulate observed patterns of moth movement in response to the presence or absence of a pheromone Using parameters derived from a genetic algorithm it was possible to fit a model based on the three behavioural components (upwind upwind with zigzags and casting) described in insect anemotaxis theory to a subset of observed movement patterns (0-135 degrees to the wind) but not to the whole spectrum of movement patterns It appears that current insect anemotaxis theory is missing a downwind flight component Whilst the frequency of downwind movements is small their ground speed could lead to significant downwind displacement having a disproportionately strong influence on a moth movement model and hence projections of the likely source or target locations Crown Copyright (C) 2010 Published by Elsevier B V All rights reserved",NA
