Observation.id,Duration,ID,CODED_G.ENV,G.Env,CODED_NB_CROWS,Number.of.Crows,CODED_BAIT,Baited,CODED_SENTINEL,Sentinel,Behavior,CODED_BEHAVIOR
037-2 - Dairy Queen PLot - 7 crows - Baited,2.163,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,1.096,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,2.742,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,4.682,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,1,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,4.325,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,0.994,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,1.244,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,2.739,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,4.998,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,2.5,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,2.267,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,1.738,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,6.262,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,5.757,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,1.237,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,1.001,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,0.541,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,0.496,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,2.504,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,0.742,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,1.243,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,3.001,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,2.494,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,1.002,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,1.498,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,3.019,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,3.021,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,1.737,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,2.739,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,0.501,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,2.506,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,1.004,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,1.005,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,2.759,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,1.498,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,0.758,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,1.241,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,0.991,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,1.254,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,5.001,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,1.751,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,2.25,37,1,Commercial,1,7,1,Y,1,Y,HD,0
037-2 - Dairy Queen PLot - 7 crows - Baited,1,37,1,Commercial,1,7,1,Y,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,1,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,1.258,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,31.726,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,9.003,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,2.221,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,0.999,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,0.504,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,3.745,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,3.258,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,4.006,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,1.748,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,0.999,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,0.498,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,2.254,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,0.606,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,1.22,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,0.497,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,3.256,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,2.255,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,2.245,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,1.032,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,0.748,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,1.244,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,1.757,38,0,Green Area,0,2,0,N,1,Y,HD,0
038 - Landcaster Park - 3 crows - No Bait,0.5,38,0,Green Area,0,2,0,N,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.245,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.502,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.261,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2.497,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2.999,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2.502,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2.738,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,4.485,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.735,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2.998,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.998,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.501,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.739,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.998,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.258,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.448,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,15.438,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,4.188,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,9.009,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,4.315,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.744,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,4.495,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,32.499,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.235,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.998,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.999,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,5.458,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,8.24,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.249,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,8.02,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.501,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.996,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,3.001,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.544,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,4.498,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2.317,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.003,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.758,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2.053,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,6.999,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,4.057,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,3.436,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2.498,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.002,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.001,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,5.816,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.497,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2.007,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.999,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.497,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.5,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.757,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2.233,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.996,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,4.993,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.737,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.008,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.751,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.498,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,4.136,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,3.503,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.759,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,4.769,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.741,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.239,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.779,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.502,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,3.759,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.499,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.994,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.752,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.497,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,4.999,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.246,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,4.997,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.499,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2.761,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,3.501,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.496,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2.238,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,3.238,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2.257,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2.239,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.999,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,3.259,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.759,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.997,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.735,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.498,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.241,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2.5,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.007,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.497,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.494,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.74,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.758,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.264,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.258,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.753,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2.003,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.26,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2.26,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.738,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.499,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.496,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,0.507,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,3.001,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.76,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.235,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.239,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,2.503,38,1,Commercial,1,7,1,Y,1,Y,HD,0
038-2 - Dairy Queen PLot - 7 crows - Baited,1.736,38,1,Commercial,1,7,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,2.5,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,2.762,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,0.997,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,0.996,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,1.995,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,0.496,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,0.997,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,1.762,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,1.496,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,1.002,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,2.235,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,1.74,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,1.264,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,3.496,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,4.257,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,1.738,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,1.497,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,1.74,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,0.998,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,2.248,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,2.762,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,0.738,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,1.74,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,2.755,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,0.5,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,0.997,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,1.259,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,1.259,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,1,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,1.037,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,0.502,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,1.237,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,0.499,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,1.464,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,4.584,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,4.001,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,1.726,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,4.503,40,0,Green Area,0,2,1,Y,1,Y,HD,0
040 - Dairy Queen PLot - 3 crows - Baited,1.753,40,0,Green Area,0,2,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,2.4,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,4.225,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,1.243,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,2.252,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,0.246,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,1.753,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,1.754,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,1.245,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,2.501,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,4.504,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,3.259,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,1.503,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,2.749,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,3.294,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,3.492,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,3.021,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,2.24,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,18.523,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,5.455,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,2.263,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,2.248,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,3.979,41,0,Green Area,1,5,1,Y,1,Y,HD,0
041 - FVM - 7 crows - Baited,2.813,41,0,Green Area,1,5,1,Y,1,Y,HD,0
