STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,SOURCE,VOLUME,LPAGE,UPAGE,DOI,YEAR,ABSTRACT,X
40,Alex Combined,maybe,"YASUKAWA, K; WHITTENBERGER, LK; NIELSEN, TA","ANTIPREDATOR VIGILANCE IN THE RED-WINGED BLACKBIRD, AGELAIUS-PHOENICEUS - DO MALES ACT AS SENTINELS",ANIMAL BEHAVIOUR,43,961,969,10.1016/S0003-3472(06)80009-6,1992,,NA
42,Alex Combined,maybe,"Kern, Julie M.; Radford, Andrew N.",Experimental evidence for delayed contingent cooperation among wild dwarf mongooses,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,115,6255,6260,10.1073/pnas.1801000115,2018,"Many animals participate in biological markets, with strong evidence existing for immediate cooperative trades. In particular, grooming is often exchanged for itself or other commodities, such as coalitionary support or access to food and mates. More contentious is the possibility that nonhuman animals can rely on memories of recent events, providing contingent cooperation even when there is a temporal delay between two cooperative acts. Here we provide experimental evidence of delayed cross-commodity grooming exchange in wild dwarf mongooses (Helogale parvula). First, we use natural observations and social-network analyses to demonstrate a positive link between grooming and sentinel behavior (acting as a raised guard). Group members who contributed more to sentinel behavior received more grooming and had a better social-network position. We then used a field-based playback experiment to test a causal link between contributions to sentinel behavior and grooming received later in the day. During 3-h trial sessions, the perceived sentinel contributions of a focal individual were either up-regulated (playback of its surveillance calls, which are given naturally during sentinel bouts) or unmanipulated (playback of its foraging close calls as a control). On returning to the sleeping refuge at the end of the day, focal individuals received more grooming following surveillance-call playback than control-call playback and more grooming than a matched individual whose sentinel contributions were not up-regulated. We believe our study therefore provides experimental evidence of delayed contingent cooperation in a wild nonprimate species.",NA
47,Alex Combined,maybe,"Rebassa, A.; Colell, M.; Munar, E.; Cela, C. J.",Sentinel Behaviour in Hamadryas Baboons (Papio hamadryas): Is It Really an Altruistic Behaviour?,FOLIA PRIMATOLOGICA,82,380,380,,2011,,NA
48,Alex Combined,maybe,"Kern, Julie M.; Radford, Andrew N.","Call of duty? Variation in use of the watchman's song by sentinel dwarf mongooses, Helogale parvula",ANIMAL BEHAVIOUR,85,967,975,10.1016/j.anbehav.2013.02.020,2013,"Social information is invaluable in assessing the need for antipredator behaviour. Individuals can acquire such information by observing the behaviour of others, but reliance on visual cues may be undermined by visual obstructions and social monitoring is often incompatible with foraging. Vocal communication does not require the close proximity of senders and receivers or the suspension of other activities, and there is increasing evidence that foragers can use vocalizations to inform decisions about their own vigilance. However, less work has focused on what factors influence signallers in this context. We used detailed behavioural observations and a playback experiment manipulating perceived risk to investigate the calling behaviour of dwarf mongoose sentinels. Sentinels vocalized more often in dense habitats and when foragers were further away, when visual cues were less likely to be useful. Sentinels also vocalized more in situations most advantageous to others, including when groupmates were likely to be distracted (e.g. when babysitting or foraging) and following an alarm call; sentinels may provide an 'all clear' signal. Call rate was reduced in high-risk situations, such as immediately after an alarm call. Individuals of different age, sex and dominance status varied in their likelihood of calling and their response to situations of similar risk, probably because of different cost-benefit trade-offs for separate classes. Our study offers strong evidence that dwarf mongoose sentinels are adjusting their vocal behaviour both to enhance the likelihood that groupmates are aware of their presence and to provide potentially valuable social information about current risk. (c) 2013 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",NA
54,Alex Combined,maybe,"Radford, Andrew N.; Bell, Matthew B. V.; Hollen, Linda I.; Ridley, Amanda R.",SINGING FOR YOUR SUPPER: SENTINEL CALLING BY KLEPTOPARASITES CAN MITIGATE THE COST TO VICTIMS,EVOLUTION,65,900,906,10.1111/j.1558-5646.2010.01180.x,2011,"Parasitism generally imposes costs on victims, yet many victims appear to tolerate their parasites. We suggest that in some cases this may be because parasites provide victims with mitigating benefits, paradoxically giving rise to selection for advertisement rather than concealment by parasites. We investigate this possibility using the interaction between an avian kleptoparasite, the fork-tailed drongo (Dicrurus adsimilis), and one of its victims, the pied babbler (Turdoides bicolor). Combining field observations and a playback experiment, we demonstrate that a conspicuous vocal signal broadcast by drongos perched waiting to steal food from foraging babblers allows the latter to improve their own foraging efficiency, although not to the same extent as that experienced in response to conspecific sentinel calling. We argue that sentinel calling by drongos may originally have arisen as a means of manipulating babblers: because babblers find more food items and venture into the open more in response to these vocalizations, drongos are presented with more kleptoparasitism opportunities. However, the resulting benefit to babblers could be sufficient to reduce selection for the evolution of defenses against drongos, and the current situation may represent a rare example of an interspecific relationship in transition from a parasitism to a mutualism.",NA
55,Alex Combined,maybe,"Edelaar, Pim; Wright, Jonathan","Potential prey make excellent ornithologists: adaptive, flexible responses towards avian predation threat by Arabian Babblers Turdoides squamiceps living at a migratory hotspot",IBIS,148,664,671,10.1111/j.1474-919X.2006.00567.x,2006,"During spring raptor migration, resident, group-living, Arabian Babblers Turdoides squamiceps in Israel are exposed to many avian predators that differ in the level of predation threat that they pose. Accurate information about immediate safety while foraging may be provided by the sentinel, a high-perched non-foraging Babbler that actively scans and warns for predators. We tested whether, at this migratory hotspot, the bewildering number and diversity of potential avian predators (perhaps more than anywhere else in the world) may be more than a reliable sentinel could handle. We monitored ten Babbler groups regularly for a number of hours per day throughout the migration season, and scored whether the Babblers gave alarm calls when different bird species were in sight. Analyses showed that Babblers are very skilled in distinguishing between species of high and low predation threat (interspecific threat-sensitivity). In addition, Babblers distinguished accurately between encounters with dangerous vs. harmless individuals from predator species of potentially high predation threat (intraspecific threat-sensitivity). Overall, Babblers cautiously overestimated predation threat, probably because errors involving alarms for harmless predators have a lower fitness cost than errors involving attacks by dangerous predators that are ignored. However, fewer warnings were given for the more common predators of lower threat, which suggests that Babblers initially overestimated the risk of predation, but subsequently learned to assess the level of threat more accurately as soon as more information was available. Overall, our findings agree closely with theoretical predictions regarding adaptive and sophisticated anti-predation behaviour in a variable world.",NA
57,Alex Combined,maybe,"Martinez, Ari E.; Parra, Eliseo; Muellerklein, Oliver; Vredenburg, Vance T.",Fear-based niche shifts in neotropical birds,ECOLOGY,99,1338,1346,10.1002/ecy.2217,2018,"Predation is a strong ecological force that shapes animal communities through natural selection. Recent studies have shown the cascading effects of predation risk on ecosystems through changes in prey behavior. Minimizing predation risk may explain why multiple prey species associate together in space and time. For example, mixed-species flocks that have been widely documented from forest systems, often include birds that eavesdrop on sentinel species (alarm calling heterospecifics). Sentinel species may be pivotal in (1) allowing flocking species to forage in open areas within forests that otherwise incur high predation risk, and (2) influencing flock occurrence (the amount of time species spend with a flock). To test this, we conducted a short-term removal experiment in an Amazonian lowland rainforest to test whether flock habitat use and flock occurrence was influenced by sentinel presence. Antshrikes (genus Thamnomanes) act as sentinels in Amazonian mixed-species flocks by providing alarm calls widely used by other flock members. The alarm calls provide threat information about ambush predators such as hawks and falcons which attack in flight. We quantified home range behavior, the forest vegetation profile used by flocks, and the proportion occurrence of other flocking species, both before and after removal of antshrikes from flocks. We found that when sentinel species were removed, (1) flock members shifted habitat use to lower risk habitats with greater vegetation cover, and (2) species flock occurrence decreased. We conclude that eavesdropping on sentinel species may allow other species to expand their realized niche by allowing them to safely forage in high-risk habitats within the forest. In allowing species to use extended parts of the forest, sentinel species may influence overall biodiversity across a diverse landscape.",NA
58,Alex Combined,maybe,"Martinez, A. E.; Parra, E.; Collado, L. F.; Vredenburg, V. T.",Deconstructing the landscape of fear in stable multi-species societies,ECOLOGY,98,2447,2455,10.1002/ecy.1935,2017,"Animal distributions are influenced by variation in predation risk in space, which has been described as the landscape of fear. Many studies suggest animals also reduce predation risk by eavesdropping on heterospecific alarm calls, allowing them to occupy otherwise risky habitats. One unexplored area of study is understanding how different species' alarms vary in quality, and how this variation is distributed in the landscape. We tested this phenomenon in a unique system of avian mixed species flocks in Amazonian rainforests: flock mates (eavesdropping species) strongly associate with alarm-calling antshrikes (genus Thamnomanes), which act as sentinel species. Up to 70 species join these flocks, presumably following antshrike behavioral cues. Since flocks in this region of the Amazon are exclusively led by a single antshrike species, this provides a unique natural system to compare differences in sentinel quality between flocks. We simulated predation threat by flying three species of live trained raptors (predators) towards flocks to compare sentinel probability to (1) produce alarm calls, and (2) encode information about magnitude and type of threat within such alarm calls. Our field experiments show significant differences in the probability of different sentinel species to produce alarm calls and distinguish predators. This variation may have important fitness consequences and shape the landscape of fear for eavesdropping species.",NA
63,Alex Combined,maybe,"Limparungpatthanakij, Wichyanan; Gale, George A.; Brockelman, Warren Y.; Round, Philip D.",Western striped squirrel Tamiops mcclellandii: A non-avian sentinel species of bird waves.,Raffles Bulletin of Zoology,65,474,481,,2018,"The presence of avian sentinels in bird waves (mixed-species foraging flocks), which mob or alarm-call in response to predators, is widely recognised. Yet in the highly threatened lowland deciduous forests of South-east Asia, a mammal, the western striped squirrel Tamiops mcclellandii, which usually accompanied bird-waves, was a more obtrusive sentinel than any bird. It called most often in response to predators (40 out of 70 observations) and was the first species to emit alarm calls on 24 occasions (60%) where studied in Huai Kha Khaeng Wildlife Sanctuary, western Thailand. The squirrels fed in close proximity to drongos (Dicrurus spp.), suggesting they may benefit from the drongos' tendency to mob predators. Additionally, the drongos actively followed the bark-foraging squirrels in order to capture flushed arthropods. The presence of the western striped squirrel both helped reduce the need for vigilance among avian flock members and contributed to flock cohesion.",NA
64,Alex Combined,maybe,"GASTON, AJ",SOCIAL-BEHAVIOR WITHIN GROUPS OF JUNGLE BABBLERS (TURDOIDES-STRIATUS),ANIMAL BEHAVIOUR,25,828,848,10.1016/0003-3472(77)90036-7,1977,,NA
65,Alex Combined,maybe,"Stotz, Douglas F.",Geographic variation in species composition of mixed species flocks in lowland humid forests in Brazil,Papeis Avulsos de Zoologia (Sao Paulo),38,61,75,,1993,"The composition and structure of flocks were studied at three Amazonian Brazilian sites and one site in Espirito Santo in the Atlantic Forest of Brazil. All sites have the antshrike, Thamnomanes caesius, which has been implicated as the key species in the creation and maintenance of understory flocks. At the Amazonian sites, the understory flocks with T. caesius are similar in composition among sites and very distinct from the canopy flocks. Canopy flocks are similar in composition across sites in Amazonia, but only at one site did a sentinel species, Lanio versicolor in Rondonia, play a significant role. Flocks in Espirito Santo differed substantially from Amazonian flocks. Flocks with T. caesius were not strongly differentiated from canopy flocks. Flocks were less stable and T. caesius appeared to play a less obvious role as a sentinel. The differences between flocks in Amazonia and Espirito Santo, as well as the absence of sentinel species in canopy flocks at two Amazonian sites suggests that the unusual stability of Amazonian flocks is not due primarily to the response of the flocks to the presence of sentinel species.",NA
67,Alex Combined,maybe,"Bell, M. B. V.; Radford, A. N.; Rose, R.; Wade, H. M.; Ridley, A. R.",The value of constant surveillance in a risky environment,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,276,2997,3005,10.1098/rspb.2009.0276,2009,"In risky environments, where threats are unpredictable and the quality of information about threats is variable, all individuals face two fundamental challenges: balancing vigilance against other activities, and determining when to respond to warning signals. The solution to both is to obtain continuous estimates of background risk, enabling vigilance to be concentrated during the riskiest periods and informing about the likely cost of ignoring warnings. Human surveillance organizations routinely produce such estimates, frequently derived from indirect cues. Here we show that vigilant individuals in an animal society (the pied babbler, Turdoides bicolor) perform a similar role. We ask (i) whether, in the absence of direct predator threats, pied babbler sentinels react to indirect information associated with increased risk and whether they communicate this information to group mates; (ii) whether group mates use this information to adjust their own vigilance, and whether this influences foraging success; and (iii) whether information provided by sentinels reduces the likelihood of inappropriate responses to alarmcalls. Using playback experiments, we show that: (i) sentinels reacted to indirect predator cues (in the form of heterospecific alarm calls) by giving graded surveillance calls; (ii) foragers adjusted their vigilance in reaction to changes in surveillance calls, with substantial effects on foraging success; and (iii) foragers reduced their probability of responding to alarm calls when surveillance calls indicated lowered risk. These results demonstrate that identifying attacks as they occur is only part of vigilance: equally important is continuous surveillance providing information necessary for individuals to make decisions about their own vigilance and evasive action. Moreover, they suggest that a major benefit of group living is not only the increased likelihood of detecting threats, but a marked improvement in the quality of information available to each individual.",NA
68,Alex Combined,maybe,"CONNER, RN; PRATHER, ID; ADKISSON, CS",COMMON RAVEN AND STARLING RELIANCE ON SENTINEL COMMON CROWS,CONDOR,77,517,517,10.2307/1366114,1975,,NA
71,Alex Combined,maybe,"PHILLIPS, JB",LEK BEHAVIOR IN BIRDS - DO DISPLAYING MALES REDUCE NEST PREDATION,ANIMAL BEHAVIOUR,39,555,565,10.1016/S0003-3472(05)80422-1,1990,,NA
81,Alex Combined,maybe,D'ACOSTINO G M; GIOVINAZZO L E; EATON S W,THE SENTINEL CROWS CORVUS-BRACHYRHYNCHOS AS AN EXTENSION OF PARENTAL CARE,Wilson Bulletin,93,394,395,,1981,,NA
85,Alex Combined,maybe,"Burton, N; Yasukawa, K",The predator early warning system of Red-Winged Blackbirds,JOURNAL OF FIELD ORNITHOLOGY,72,106,112,10.1648/0273-8570-72.1.106,2001,"Male Red-winged Blackbirds (Agelaius phoeniceus) are known to give alarm calls in response to the approach of a predator, and to encode information about the level of threat in their calling behavior. To determine whether such sentinel males alert females, we conducted a simple field experiment in which we measured the distances at which incubating females flushed from their nests in response to the approach of a human observer. Using a matched-pairs design, we measured flushing distances with a sentinel male present (mean 19.8 m), and when the same male was absent from his territory (mean 10.4 m). Female Red-winged Blackbirds flushed from their nests at significantly greater distances when males were present th;ln when males were absent. These results and those of other studies support the existence of a predator early warning system in the Red-winged Blackbird.",NA
95,Alex Combined,maybe,,"Advances in the Study of Behavior, Vol 47","Advances in the Study of Behavior, Vol 47",47,,,10.1016/bs.asb.2014.12.001,2015,"This 350-page book in English titled Advances in the Study of Behavior is a volume in its series. This book contains 7 individually-authored chapters. Each chapter is extensively referenced. Specific chapter topics include: animal welfare and the paradox of animal consciousness, species emotions, social network analysis in behavioral ecology, ecological conditions for sentinel behavior, social conditions, economic escape theory, spontaneous behavior account, learning and cultural transmission in chaffinch song, vocal learning, individual development, combination of innate and learned mechanisms.This book includes a list of the contributors and their respective institutions. This book will be of interest to all those working or studying in the fields of behavior.",NA
97,Alex Combined,maybe,"Oatley, Terry",Going to ground. The life of a terrestrial woodpecker.,Africa Birds & Birding,8,28,33,,2003,,NA
98,Alex Combined,maybe,"Ridley, Amanda R.; Wiley, Elizabeth M.; Thompson, Alex M.",The ecological benefits of interceptive eavesdropping,FUNCTIONAL ECOLOGY,28,197,205,10.1111/1365-2435.12153,2014,"1Eavesdropping behaviour can increase the total amount of information available to an individual and therefore has the potential to provide substantial benefits. Recent research has suggested that some species are information givers', particularly social species with cooperative vigilance systems, and that these species may consequently affect community structure by influencing the behaviour and niche utilization of other species. Here, using behavioural observations and playback experiments, we compared the behavioural change in a solitary species (the scimitarbill) and a social species (the pied babbler), to the presence and alarm calls of one another. Our results revealed that scimitarbills underwent significant behavioural changes in the presence of social pied babblers: they reduced their vigilance rate by over 60%, increased their foraging efficiency and expanded their niche by moving into open habitat and excavating subterranean food items. In contrast, pied babblers - who have an effective intraspecific sentinel system - did not show significant behavioural changes to the presence or alarm calls of scimitarbills. These results suggest that interspecific interceptive eavesdropping can provide significant benefits, influencing the behaviour and habitat utilization of eavesdropping species.",NA
112,Alex Combined,maybe,"Alves, Maria Alice S.; Cavalcanti, Roberto B.","Sentinel behavior, seasonality, and the structure of bird flocks in a Brazilian savanna.",Ornitologia Neotropical,7,43,51,,1996,,NA
119,Alex Combined,maybe,"Koivula, K; Ronka, A","Habitat deterioration and efficiency of antipredator strategy in a meadow-breeding wader, Temminck's stint (Calidris temminckii)",OECOLOGIA,116,348,355,10.1007/s004420050597,1998,"Many populations of waders breeding on open shores and shores with short vegetation especially on the Baltic coasts have recently become endangered. The declines have taken place simultaneously with human-induced loss and deterioration of habitats due to eutrophication and overgrowth. To Investigate mechanisms by which habitat changes could affect breeding success and ultimately population dynamics, we studied an endangered coastal population of Temminck's stint. We hypothesized that the rate of nest predation has become higher because the nest defence strategy (early detection of predator and early departure from the nest), which originally evolved in open habitats, is less effective on shores with reduced visibility. As predicted. nests survived better on wide than on narrow shores. Predation made a major contribution to this trend. although successful and predated nests did not differ in concealment at a microhabitat scale. The better the visibility from the nest, the longer was the flushing distance, but only in response to alarm calls or behaviour of other species, not when they were absent. Temminck's stints seem to obtain information about an approaching predator visually from sentinels. Therefore, it is essential that there is at least moderate visibility around the nest. We conclude that habitat characteristics - visibility from the nest and sentinel birds - affect the effectiveness of the nest defence strategy of Temminck's stint. These should be taken into account when seeking causes and mechanisms for declines of Temminck's stint and other waders of open and shortly vegetated shores.",NA
120,Alex Combined,maybe,"Radford, Andrew N.; Fawcett, Tim W.",Negotiating a stable solution for vigilance behaviour,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,279,3633,3634,10.1098/rspb.2012.1210,2012,,NA
124,Alex Combined,maybe,"Goodale, E; Beauchamp, G; Ruxton, GD","Mixed-Species Groups of Animals: Behavior, Community Structure, and Conservation","Mixed-Species Groups of Animals: Behavior, Community Structure, and Conservation",NA,,,,2017,"This 200-page book is part of a series on mixed-species groups of animals-behavior, community structure, and conservation. The book is divided into 9 chapters. The first chapter deals with introduction. The second chapter deals with a diversity of mixed-species associations. The third chapter deals with moving mixed-species groups in different taxa. The remaining chapters deals with adaptive implications of mixed-species grouping- foraging, physical, and reproductive factors, adaptive implications of mixed-species grouping-predators and other antagonists, communication, leadership and sentinel behavior, mixed-species groups and conservation, conclusions. The book highlights a list of contributors under respective institutions. Each chapter contains a list of references. The text is written in English and indexed by subject with tables and figures. Users of this book will include ecologists, zoologists, and conservation biologists.",NA
129,Alex Combined,maybe,"BELETSKY, LD",ALERT CALLS OF MALE RED-WINGED BLACKBIRDS - DO FEMALES LISTEN,BEHAVIOUR,111,1,12,10.1163/156853989X00547,1989,,NA
135,Alex Combined,maybe,"Li, Dianwei; Hao, Jingwei; Yao, Xu; Liu, Yang; Peng, Ting; Jin, Zhimin; Meng, Fanxing","Observations of the foraging behavior and activity patterns of the Korean wood mouse, Apodemus> peninsulae, in China, using infra-red cameras.",ZooKeys,992,139,155,,2020,"Apodemus peninsulae, a dominant rodent species in temperature forests of northeastern China, is a model animal to explore the ecological functions of reciprocal coevolution of animals and plants. From August to October 2016, 24 infra-red cameras were installed to study the feeding behavior and activity patterns of A. peninsulae in its natural environment. By analyzing 5618 video records, we found that feeding behavior, followed by motor and sentinel behaviors, was their main activity. In the behavior spectra, motor behavior (creep, walk, and skip), feeding behavior (forage, feeding, transport, hoarding, and clean), and sentinel behavior (alert, flee, banishment, and coexistence) accounted for 57.96%, 40.36%, and 1.68% of their behavior, respectively. The peak of feeding behavior occurred between 18:00 and 23:00, and feeding behavior frequency, duration, and activity rhythms differ among August to October. Furthermore, activity was the greatest after sunset and before sunrise, indicating a nocturnal lifestyle; however, from August to October, the start time of the activity was earlier, and the end time was later than usual. On average, mice spent 21.6 [plus or minus] 11.6 times/night feeding, with a duration of 63.58 [plus or minus] 98.36 s; while they spent less time in foraging, 39.05 [plus or minus] 51.63 s. We found a significant difference in feeding and foraging frequency, with mice spending on average 10.84 [plus or minus] 9.85 times/ night and 9.23 [plus or minus] 11.17 times/night, respectively. Our results show that feeding and foraging behavior is also influenced by light intensity, suggesting a preference for crepuscular periods of the day. Infra-red cameras are very useful in detecting activity patterns of animals that are not easily observable; these cameras are able to capture a large amount of valuable information for research into ecological functions.",NA
136,Alex Combined,maybe,"Ragusa-Netto, J",Vigilance towards raptors by nuclear species in bird mixed flocks in a Brazilian savannah,STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,37,219,226,10.1076/snfe.37.3.219.8573,2002,"A nuclear or leader species is the one around which foraging activity is organized. In the campo-cerrado (Brazilian savannah) up to four bird species (Saltator atricollis, Cypsnagra hirundinacea, Mimus saturninus, and Neothraupis fasciata) may function as nuclear or leader species in mixed species flocks. The aim of this study was to assess the features shown by these nuclear species. I quantified parameters of sociality, communication and alertness of nuclear bird species in mixed flocks with different composition. Parameters related to sociality (mean intraspecific group size) and communication (frequency of contact calls) were not correlated with the leadership. On the other hand, the most alert species was in the front of a given mixed flock most of the time. The leader species spent more time in vigilance and gave most alarm calls due to approaching raptors earlier. The results of this study strongly suggest that the alertness of a species is the major character of nuclear bird species in mixed flocks of the campo-cerrado.",NA
139,Alex Combined,maybe,"Manser, Marta; Burkart, Judith M.; Thornton, Alex",Meerkats - Identifying Cognitive Mechanisms Underlying Meerkat Coordination and Communication: Experimental Designs in Their Natural Habitat,FIELD AND LABORATORY METHODS IN ANIMAL COGNITION: A COMPARATIVE GUIDE,NA,286,307,,2018,,NA
143,Alex Combined,maybe,"Runcie, MJ","Biparental care and obligate monogamy in the rock-haunting possum, Petropseudes dahli, from tropical Australia",ANIMAL BEHAVIOUR,59,1001,1008,10.1006/anbe.1999.1392,2000,"Monogamy is rare among mammals, including marsupials. I studied the social organization of the little-known rock-haunting possum in Kakadu National Park in Northern Australia. Preliminary field observations revealed that the majority of possums live in cohesive groups consisting of a female-male pair and young, suggesting a monogamous mating system. I used radiotracking to determine home range patterns, and observations to measure the degree of symmetry between The sexes in maintaining the pair bond and initiating changes in group activity. I also measured the extent of maternal and paternal indirect and direct care. Nocturnal observations and radiotelemetric data from 3 years showed that six possum groups maintained nonoverlapping home range switch long-term;consorts and young sharing dens. Males contributed more than females to maintaining the pair bond but they contributed equally to parental care. For the first time, the parental behaviours of bridge formation, embracing, marshalling of young, sentinel behaviour and tail beating are reported in a marsupial. Males participated to a high degree in maintaining relationships with one mate and their offspring. Collectively, these results suggest that the mating system of this wild population of rock-haunting possums is obligate social monogamy. (C) 2000 The Association for the Study of Animal Behaviour.",NA
147,Alex Combined,maybe,"Beani, L; Dessi-Fulgheri, F",Anti-predator behaviour of captive Grey partridges (Perdix perdix),ETHOLOGY ECOLOGY & EVOLUTION,10,185,196,10.1080/08927014.1998.9522866,1998,"Different experiments of simulated predators (flights of a raptor model, playbacks of raptor whistles and of alarms by conspecifics) were carried out on groups of captive Grey partridges (Perdix perdix) from game-farm stock, either intensively- or parent-reared. Both flights and alarms elicited high levels of antipredator behaviour. Freezing and vigilance occurred significantly more in parent-than in intensively-reared coveys. Upright vigilant posture was performed significantly more by males than by females. Good sentinels, i.e. the more vigilant males, formed a stable pair bond earlier than the other males. Advanced reproductive timing might compensate for the increased risk of predation from a sustained vigilance.",NA
189,Alex Combined,maybe,"McAuliffe, K.; Thornton, A.",The psychology of cooperation in animals: an ecological approach,JOURNAL OF ZOOLOGY,295,23,35,10.1111/jzo.12204,2015,"There has been a recent push to study the psychological processes supporting cooperation in nonhuman animals. However, progress has been limited thus far due to differences in approaches between psychologists and behavioral ecologists. Although the former tend to use controlled experiments to pinpoint precise cognitive mechanisms, these experiments often lack ecological validity. In contrast, behavioral ecologists seek to understand the adaptive function of cooperative behavior of animals in the wild but typically neglect the underlying psychological mechanisms. Here we appraise and integrate evidence from these two approaches to understand the potential cognitive solutions to four fundamental challenges that animals face during cooperative interactions under natural conditions: (1) when to cooperate; (2) with whom to cooperate; (3) what to do in cooperative interactions; (4) how much to contribute to cooperation. We argue that an ecologically motivated approach is critical to understanding the psychological mechanisms of cooperation and how these mechanisms evolve.",NA
210,Alex Combined,maybe,"Quirici, Veronica; Palma, Macarena; Sobrero, Raul; Faugeron, Sylvain; Ebensperger, Luis A.",Relatedness does not predict vigilance in a population of the social rodent Octodon degus,ACTA ETHOLOGICA,16,1,8,10.1007/s10211-012-0131-3,2013,"The possibility that social foragers adjust and coordinate their scanning activity when in the presence of close relatives to attain inclusive fitness benefits remains controversial and scarcely examined. To this aim, we first tested the null hypothesis of no association between foraging individuals of the diurnal rodent, Octodon degus and their pairwise relatedness (six microsatellite loci), under natural conditions. Secondly, we examined the influence of relatedness on scan effort (percent overlapping) and temporal distribution of scanning using linear regression. Finally, we evaluated whether temporal distributions of scanning were significantly lower (coordination) or higher (synchrony) than random expectations using bootstrapping. We found that pairwise relatedness between focal degus and their foraging partner did not influence the scan effort or the temporal distribution of scanning. These original, field-based findings imply that vigilance behavior in socially foraging degus is unlikely to be kin-selected and adds to results from previous lab studies in that kinship remains a poor predictor of social behavior in these animals. Overall, our study adds to others revealing that kin selection may not have had an impact on aspects of social behavior such as vigilance during social foraging.",NA
216,Alex Combined,maybe,"Burt, DB",Habitat-use patterns in cooperative and non-cooperative breeding birds: Testing predictions with western scrub-jays,WILSON BULLETIN,108,712,727,,1996,"I propose a method to test extensions of models concerning the maintenance of cooperative breeding systems that examines patterns of habitat use relative to the distribution of habitat components among territories. I analyzed habitat use and behavioral time budget data for a Texas population of the Western Scrub-Jay (Aphelocoma californica), As a non-cooperative population, one of two habitat-use patterns was expected: (1) specialist habitat-use patterns in an abundant, widespread habitat type, with little variation among territories in habitat composition or (2) generalist habitat-use patterns with the potential of significant variation in habitat composition among territories. These jays show a combination of habitat-use patterns supporting both predictions. The only resources that males utilize as a specialist, tall oak trees during sentinel behavior, are fairly widespread and would not be considered a limiting resource. In the remaining habitat categories, Texas populations of Western Scrub-Jays act as generalists, using the habitat in relation to its availability, even though variation in habitat composition among territories is considerable. Variation among individuals within a sex was observed but could not be explained using various demographic and ecological correlates. Additional detailed habitat use data when used in a comparative framework can aid determination of subtle ecological differences among populations of Western Scrub-Jays and allow closer examination of intrinsic and extrinsic ecological models concerning the evolution and maintenance of cooperative breeding systems in this group.",NA
222,Alex Combined,maybe,"Tsuji, Yamato",Studies on Polyspecific Associations between Primates and Non-Primate Animals: A Review.,Primate Research,24,3,15,,2008,"I reviewed the studies on polyspecific associations between primates and non-primate animals to appreciate the present situation about this topic. I collected 104 case studies from 50 publications. The partner animals included 19 mammal species, 33-34 bird species, 1 reptile species, and 1-2 insect species, respectively. Among them, associations with non-primate mammals (n=43) and birds (n=59) occupied most of the reported cases. Many polyspecific associations between primates and other mammal species were reported from Asia and Africa, while those between primates and bird species were reported from Central and South America. 34 primate species worldwide formed associations with non-primate animals. Polyspecific associations between primates and other animals included 1) that primates (or other animals) provide food resources to their partner animals and 2) that primates (or other animals) provide anti-predator behavior (e.g., sentinel behavior, loud call, and alarm call). The former association increases foraging benefits to the partner animals, and the latter association decreases predation risk of the partner animals. Most studies, however, pointed out that benefit from given associations are commensalisic, (or even parasitism), i. e. biased to non-primate species. Most of these studies are anecdotal, and do not show quantitative data for the frequency of the association or the benefit of partner animals from participating in the associations. Thus, this interesting phenomenon has not been discussed from an ecological perspective. I recommend several approaches for how to overcome these present challenges.",NA
229,Alex Combined,maybe,"Mulhare, Mirta T.; Maignan, Pierre R.","Selfish herd theory and pyramidal behavior in Mongolian gerbils, Meriones unguiculatus",Animal Biology,7,11,23,,1998,"Hamilton's selfish herd theory focuses on the advantages of central positions in animal aggregations versus the vulnerability of the periphery to predators who win attack the nearest prey. Based on this principle of marginal predation, he developed a two-dimensional model involving geometric probability and domains of danger. Consequently, centripetal instincts for survival would have stimulated the development of sociable species. In determining domains of danger for the animal aggregations in this study, two other dimensions are present: one geometric, vertical positioning (height); and one social, altruism. The photography included depicts defensive formations, often stacks or pyramids of weaned laboratory Mongolian gerbils sharing the same tank. Sentinels are also seen operating as altruistic lookouts, seeking the protection of the group last. Results of initially informal as well as experimental observations are presented to begin to define the basic parameters for the behavior. Although the introduction of the behavior itself is the primary goal of this paper, it also points to relevant, complex and controversial theoretical issues for future consideration and more elaborate research, such as the analysis of evolutionary precedents, the modeling of anti-predator behavior, and the etiology of altruism.",NA
