Observation id,Observation date,Description,Media file,Total length,FPS,Location,Environment,Number of crows,Baited,Sentinel present,Code,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Head Down,Vigilance,,STATE,260.152,261.653,1.501,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Peck at Food/Bait,Foraging,,POINT,260.193,260.193,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 3,Head Down,Vigilance,,STATE,260.196,260.954,0.758,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Peck at Food/Bait,Foraging,,POINT,260.333,260.333,NA,,
040 - Dairy Queen PLot - 3 crows - Baited,2022-09-08 08:50:00,,H:/Crow videos/NOT CODED vids/040.MOV,1200.050,59.94,"43.178229, -79.240608",Major Green Space,3,yes,yes,040,Individual 1,Head Down,Vigilance,,STATE,260.390,260.889,0.499,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Peck at Food/Bait,Foraging,,POINT,260.391,260.391,NA,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Peck at Food/Bait,Foraging,,POINT,260.591,260.591,NA,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Peck at Food/Bait,Foraging,,POINT,260.594,260.594,NA,,
043 - Ontario Bodyshop PLot - 2 crows - Baited,2022-09-28 08:05:00,Stopped because someone parked in front of me.,H:/Crow videos/NOT CODED vids/043.MOV,497.350,59.94,"43.177240, -79.266689",Arterial Commercial,2,yes,yes,043,No focal subject,Disturbance,,Vehicle,POINT,260.603,260.603,NA,,
043 - Ontario Bodyshop PLot - 2 crows - Baited,2022-09-28 08:05:00,Stopped because someone parked in front of me.,H:/Crow videos/NOT CODED vids/043.MOV,497.350,59.94,"43.177240, -79.266689",Arterial Commercial,2,yes,yes,043,No focal subject,Disturbance,,Vehicle,POINT,260.603,260.603,NA,,
043 - Ontario Bodyshop PLot - 2 crows - Baited,2022-09-28 08:05:00,Stopped because someone parked in front of me.,H:/Crow videos/NOT CODED vids/043.MOV,497.350,59.94,"43.177240, -79.266689",Arterial Commercial,2,yes,yes,043,No focal subject,Disturbance,,Vehicle,POINT,260.603,260.603,NA,,
043 - Ontario Bodyshop PLot - 2 crows - Baited,2022-09-28 08:05:00,Stopped because someone parked in front of me.,H:/Crow videos/NOT CODED vids/043.MOV,497.350,59.94,"43.177240, -79.266689",Arterial Commercial,2,yes,yes,043,No focal subject,Disturbance,,Vehicle,POINT,260.603,260.603,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,260.610,260.610,NA,,
042 - CIBC PLot - 2 crows - Baited,2022-09-21 09:13:00,	,H:/Crow videos/NOT CODED vids/042.MOV,616.520,59.94,"43.176775, -79.242460",Major Commercial,2,yes, no,047,Individual 2,Moving,Vigilance,Walking,STATE,260.658,261.393,0.735,,
040 - Dairy Queen PLot - 3 crows - Baited,2022-09-08 08:50:00,,H:/Crow videos/NOT CODED vids/040.MOV,1200.050,59.94,"43.178229, -79.240608",Major Green Space,3,yes,yes,040,Individual 1,Head Up,Vigilance,,STATE,260.890,261.673,0.783,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 3,Head Up,Vigilance,,STATE,260.955,261.692,0.737,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,261.112,261.112,NA,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Head Down,Vigilance,,STATE,261.135,263.134,1.999,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Head Up,Vigilance,,STATE,261.333,261.588,0.255,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Peck at Food/Bait,Foraging,,POINT,261.338,261.338,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,261.372,261.372,NA,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Peck at Food/Bait,Foraging,,POINT,261.384,261.384,NA,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Peck at Food/Bait,Foraging,,POINT,261.392,261.392,NA,,
042 - CIBC PLot - 2 crows - Baited,2022-09-21 09:13:00,	,H:/Crow videos/NOT CODED vids/042.MOV,616.520,59.94,"43.176775, -79.242460",Major Commercial,2,yes, no,047,Individual 2,Head Down,Vigilance,,STATE,261.394,262.893,1.499,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Peck at Food/Bait,Foraging,,POINT,261.458,261.458,NA,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Head Down,Vigilance,,STATE,261.589,263.590,2.001,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Head Up,Vigilance,,STATE,261.654,262.390,0.736,,
040 - Dairy Queen PLot - 3 crows - Baited,2022-09-08 08:50:00,,H:/Crow videos/NOT CODED vids/040.MOV,1200.050,59.94,"43.178229, -79.240608",Major Green Space,3,yes,yes,040,Individual 1,Head Down,Vigilance,,STATE,261.674,263.138,1.464,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 3,Head Down,Vigilance,,STATE,261.693,263.450,1.757,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Peck at Food/Bait,Foraging,,POINT,261.833,261.833,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,261.870,261.870,NA,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Peck at Food/Bait,Foraging,,POINT,261.883,261.883,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Head Up,Vigilance,,STATE,261.952,262.456,0.504,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Head Up,Vigilance,,STATE,262.091,262.835,0.744,,
043 - Ontario Bodyshop PLot - 2 crows - Baited,2022-09-28 08:05:00,Stopped because someone parked in front of me.,H:/Crow videos/NOT CODED vids/043.MOV,497.350,59.94,"43.177240, -79.266689",Arterial Commercial,2,yes,yes,043,No focal subject,Disturbance,,Vehicle,POINT,262.106,262.106,NA,,
043 - Ontario Bodyshop PLot - 2 crows - Baited,2022-09-28 08:05:00,Stopped because someone parked in front of me.,H:/Crow videos/NOT CODED vids/043.MOV,497.350,59.94,"43.177240, -79.266689",Arterial Commercial,2,yes,yes,043,No focal subject,Disturbance,,Vehicle,POINT,262.106,262.106,NA,,
043 - Ontario Bodyshop PLot - 2 crows - Baited,2022-09-28 08:05:00,Stopped because someone parked in front of me.,H:/Crow videos/NOT CODED vids/043.MOV,497.350,59.94,"43.177240, -79.266689",Arterial Commercial,2,yes,yes,043,No focal subject,Disturbance,,Vehicle,POINT,262.106,262.106,NA,,
043 - Ontario Bodyshop PLot - 2 crows - Baited,2022-09-28 08:05:00,Stopped because someone parked in front of me.,H:/Crow videos/NOT CODED vids/043.MOV,497.350,59.94,"43.177240, -79.266689",Arterial Commercial,2,yes,yes,043,No focal subject,Disturbance,,Vehicle,POINT,262.106,262.106,NA,,
040 - Dairy Queen PLot - 3 crows - Baited,2022-09-08 08:50:00,,H:/Crow videos/NOT CODED vids/040.MOV,1200.050,59.94,"43.178229, -79.240608",Major Green Space,3,yes,yes,040,Individual 1,Peck at Food/Bait,Foraging,,POINT,262.140,262.140,NA,,
042 - CIBC PLot - 2 crows - Baited,2022-09-21 09:13:00,	,H:/Crow videos/NOT CODED vids/042.MOV,616.520,59.94,"43.176775, -79.242460",Major Commercial,2,yes, no,047,Individual 2,Peck at Food/Bait,Foraging,,POINT,262.151,262.151,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 3,Peck at Food/Bait,Foraging,,POINT,262.195,262.195,NA,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Peck at Food/Bait,Foraging,,POINT,262.383,262.383,NA,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 6,Moving,Vigilance,Flying,STATE,262.386,263.640,1.254,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Moving,Vigilance,Walking,STATE,262.391,265.150,2.759,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Head Down,Vigilance,,STATE,262.457,263.452,0.995,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Peck at Food/Bait,Foraging,,POINT,262.590,262.590,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Up,Vigilance,,STATE,262.614,263.113,0.499,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Peck at Food/Bait,Foraging,,POINT,262.698,262.698,NA,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Peck at Food/Bait,Foraging,,POINT,262.832,262.832,NA,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Head Down,Vigilance,,STATE,262.836,264.336,1.500,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Peck at Food/Bait,Foraging,,POINT,262.884,262.884,NA,,
042 - CIBC PLot - 2 crows - Baited,2022-09-21 09:13:00,	,H:/Crow videos/NOT CODED vids/042.MOV,616.520,59.94,"43.176775, -79.242460",Major Commercial,2,yes, no,047,Individual 2,Head Up,Vigilance,,STATE,262.894,265.650,2.756,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 4,Moving,Vigilance,Walking,STATE,262.918,263.915,0.997,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 3,Peck at Food/Bait,Foraging,,POINT,262.953,262.953,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Moving,Vigilance,Walking,STATE,263.114,263.610,0.496,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Head Up,Vigilance,,STATE,263.135,264.133,0.998,,
040 - Dairy Queen PLot - 3 crows - Baited,2022-09-08 08:50:00,,H:/Crow videos/NOT CODED vids/040.MOV,1200.050,59.94,"43.178229, -79.240608",Major Green Space,3,yes,yes,040,Individual 1,Head Up,Vigilance,,STATE,263.139,264.888,1.749,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Peck at Food/Bait,Foraging,,POINT,263.333,263.333,NA,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Peck at Food/Bait,Foraging,,POINT,263.338,263.338,NA,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 2,Head Down,Vigilance,,STATE,263.398,263.651,0.253,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 3,Moving,Vigilance,Hopping,STATE,263.451,263.950,0.499,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Moving,Vigilance,Flying,STATE,263.453,265.196,1.743,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 3,Peck at Food/Bait,Foraging,,POINT,263.454,263.454,NA,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Head Up,Vigilance,,STATE,263.591,267.150,3.559,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Peck at Food/Bait,Foraging,,POINT,263.596,263.596,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,263.611,263.611,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Down,Vigilance,,STATE,263.611,264.108,0.497,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 6,Head Down,Vigilance,,STATE,263.641,266.140,2.499,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 2,Head Up,Vigilance,,STATE,263.652,264.394,0.742,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 4,Head Up,Vigilance,,STATE,263.916,270.659,6.743,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 3,Head Up,Vigilance,,STATE,263.951,273.462,9.511,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Up,Vigilance,,STATE,264.109,265.110,1.001,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Moving,Vigilance,Walking,STATE,264.134,266.883,2.749,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 3,Peck at Food/Bait,Foraging,,POINT,264.193,264.193,NA,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Head Up,Vigilance,,STATE,264.337,265.094,0.757,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 2,Head Down,Vigilance,,STATE,264.395,265.391,0.996,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 3,Peck at Food/Bait,Foraging,,POINT,264.696,264.696,NA,,
040 - Dairy Queen PLot - 3 crows - Baited,2022-09-08 08:50:00,,H:/Crow videos/NOT CODED vids/040.MOV,1200.050,59.94,"43.178229, -79.240608",Major Green Space,3,yes,yes,040,Individual 1,Moving,Vigilance,Flying,STATE,264.889,265.651,0.762,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Head Down,Vigilance,,STATE,265.095,265.337,0.242,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Head Down,Vigilance,,STATE,265.111,268.611,3.500,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Head Down,Vigilance,,STATE,265.151,268.890,3.739,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Head Up,Vigilance,,STATE,265.197,265.952,0.755,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Head Up,Vigilance,,STATE,265.338,265.593,0.255,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,No focal subject,Sentinel Present,Sentinel Behavior,Spotted,STATE,265.391,741.464,476.073,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Peck at Food/Bait,Foraging,,POINT,265.391,265.391,NA,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 2,Head Up,Vigilance,,STATE,265.392,266.651,1.259,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Head Down,Vigilance,,STATE,265.594,267.093,1.499,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 1,Peck at Food/Bait,Foraging,,POINT,265.609,265.609,NA,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 6,Peck at Food/Bait,Foraging,,POINT,265.645,265.645,NA,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 5,Moving,Vigilance,Flying,STATE,265.834,267.335,1.501,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Peck at Food/Bait,Foraging,,POINT,265.892,265.892,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041-2.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Moving,Vigilance,Walking,STATE,265.953,267.700,1.747,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 7,Peck at Food/Bait,Foraging,,POINT,266.102,266.102,NA,,
042 - CIBC PLot - 2 crows - Baited,2022-09-21 09:13:00,	,H:/Crow videos/NOT CODED vids/042.MOV,616.520,59.94,"43.176775, -79.242460",Major Commercial,2,yes, no,047,No focal subject,Disturbance,,Vehicle,POINT,266.106,266.106,NA,,
042 - CIBC PLot - 2 crows - Baited,2022-09-21 09:13:00,	,H:/Crow videos/NOT CODED vids/042.MOV,616.520,59.94,"43.176775, -79.242460",Major Commercial,2,yes, no,047,No focal subject,Disturbance,,Vehicle,POINT,266.106,266.106,NA,,
042 - CIBC PLot - 2 crows - Baited,2022-09-21 09:13:00,	,H:/Crow videos/NOT CODED vids/042.MOV,616.520,59.94,"43.176775, -79.242460",Major Commercial,2,yes, no,047,No focal subject,Disturbance,,Vehicle,POINT,266.106,266.106,NA,,
042 - CIBC PLot - 2 crows - Baited,2022-09-21 09:13:00,	,H:/Crow videos/NOT CODED vids/042.MOV,616.520,59.94,"43.176775, -79.242460",Major Commercial,2,yes, no,047,No focal subject,Disturbance,,Vehicle,POINT,266.106,266.106,NA,,
037-2 - Dairy Queen PLot - 7 crows - Baited,2022-08-27 08:38:00,Spooked by raptor in the area,H:/Crow videos/NOT CODED vids/037-2.MOV,600.850,59.94,"43.177786, -79.239675",Community Commercial,7,yes,yes,037,Individual 6,Head Up,Vigilance,,STATE,266.141,266.893,0.752,,
038-2 - Dairy Queen PLot - 7 crows - Baited,2022-09-01 07:40:00,,H:/Crow videos/NOT CODED vids/038-2.MOV,741.790,59.94,"43.177779, -79.239655",Community Commercial,7,yes,yes,038,Individual 1,Peck at Food/Bait,Foraging,,POINT,266.395,266.395,NA,,
